PERSON_TYPE,PER,ORIG_PURPOSE,QUANTITY
ALL,16,OTHMAINT,207931
ALL,16,SCHOOL,966700
ALL,16,SHOPPING,165387
ALL,16,SOCIAL,54598
ALL,16,UNIVERSITY,53315
ALL,16,WORK,1739660
ALL,17,ATWORK,127428
ALL,17,EATOUT,41974
ALL,17,ESCORT,76189
ALL,17,HOME,2237944
ALL,17,OTHDISCR,133383
ALL,17,OTHMAINT,212731
ALL,17,SCHOOL,967427
ALL,17,SHOPPING,176161
ALL,17,SOCIAL,59079
ALL,17,UNIVERSITY,55666
ALL,17,WORK,1759052
ALL,18,ATWORK,258396
ALL,18,EATOUT,56295
ALL,18,ESCORT,78760
ALL,18,HOME,2200027
ALL,18,OTHDISCR,128441
ALL,18,OTHMAINT,215511
ALL,18,SCHOOL,965785
ALL,18,SHOPPING,185042
ALL,18,SOCIAL,63307
ALL,18,UNIVERSITY,57602
ALL,18,WORK,1764823
ALL,19,ATWORK,376325
ALL,19,EATOUT,68750
ALL,19,ESCORT,81653
ALL,19,HOME,2178930
ALL,19,OTHDISCR,122676
ALL,19,OTHMAINT,216382
ALL,19,SCHOOL,962148
ALL,19,SHOPPING,189985
ALL,19,SOCIAL,66656
ALL,19,UNIVERSITY,59196
ALL,19,WORK,1700278
ALL,20,ATWORK,407968
ALL,20,EATOUT,77447
ALL,20,ESCORT,85541
ALL,20,HOME,2172729
ALL,20,OTHDISCR,116905
ALL,20,OTHMAINT,215170
ALL,20,SCHOOL,956725
ALL,20,SHOPPING,189848
ALL,20,SOCIAL,69061
ALL,20,UNIVERSITY,60401
ALL,20,WORK,1687722
ALL,21,ATWORK,315248
ALL,21,EATOUT,75851
ALL,21,ESCORT,89614
ALL,21,HOME,2181427
ALL,21,OTHDISCR,112219
ALL,21,OTHMAINT,215764
ALL,21,SCHOOL,949236
ALL,21,SHOPPING,183170
ALL,21,SOCIAL,71273
ALL,21,UNIVERSITY,61110
ALL,21,WORK,1734426
ALL,22,ATWORK,207692
ALL,22,EATOUT,67536
ALL,22,ESCORT,98162
ALL,22,HOME,2189788
ALL,22,OTHDISCR,109750
ALL,22,OTHMAINT,213016
ALL,22,SCHOOL,938825
ALL,22,SHOPPING,179416
ALL,22,SOCIAL,73527
ALL,22,UNIVERSITY,61276
ALL,22,WORK,1775088
ALL,23,ATWORK,140551
ALL,23,EATOUT,63827
ALL,23,ESCORT,129957
ALL,23,HOME,2209922
ALL,23,OTHDISCR,109528
ALL,23,OTHMAINT,215382
ALL,23,SCHOOL,923618
ALL,23,SHOPPING,182297
ALL,23,SOCIAL,76926
ALL,23,UNIVERSITY,60726
ALL,23,WORK,1785111
ALL,24,ATWORK,93101
ALL,24,EATOUT,60479
ALL,24,ESCORT,167662
ALL,24,HOME,2286553
ALL,24,OTHDISCR,112582
ALL,24,OTHMAINT,213536
ALL,24,SCHOOL,896236
ALL,24,SHOPPING,189356
ALL,24,SOCIAL,81704
ALL,24,UNIVERSITY,59616
ALL,24,WORK,1768247
ALL,25,ATWORK,68936
ALL,25,EATOUT,61003
ALL,25,ESCORT,158441
ALL,25,HOME,2461803
ALL,25,OTHDISCR,116749
ALL,25,OTHMAINT,207239
ALL,25,SCHOOL,756252
ALL,25,SHOPPING,194629
ALL,25,SOCIAL,85337
ALL,25,UNIVERSITY,57782
ALL,25,WORK,1735510
ALL,26,ATWORK,49961
ALL,26,EATOUT,64924
ALL,26,ESCORT,161569
ALL,26,HOME,2659527
ALL,26,OTHDISCR,125529
ALL,26,OTHMAINT,208794
ALL,26,SCHOOL,644803
ALL,26,SHOPPING,197056
ALL,26,SOCIAL,89636
ALL,26,UNIVERSITY,55075
ALL,26,WORK,1679107
ALL,27,ATWORK,35448
ALL,27,EATOUT,69539
ALL,27,ESCORT,155250
ALL,27,HOME,2905284
ALL,27,OTHDISCR,135369
ALL,27,OTHMAINT,207001
ALL,27,SCHOOL,491900
ALL,27,SHOPPING,197586
ALL,27,SOCIAL,92289
ALL,27,UNIVERSITY,49083
ALL,27,WORK,1599442
ALL,28,ATWORK,24860
ALL,28,EATOUT,73301
ALL,28,ESCORT,145219
ALL,28,HOME,3190425
ALL,28,OTHDISCR,144060
ALL,28,OTHMAINT,198671
ALL,28,SCHOOL,339859
ALL,28,SHOPPING,191075
ALL,28,SOCIAL,90949
ALL,28,UNIVERSITY,44211
ALL,28,WORK,1478727
ALL,29,ATWORK,17289
ALL,29,EATOUT,79859
ALL,29,ESCORT,132715
ALL,29,HOME,3454068
ALL,29,OTHDISCR,188553
ALL,29,OTHMAINT,191846
ALL,29,SCHOOL,236242
ALL,29,SHOPPING,190371
ALL,29,SOCIAL,95649
ALL,29,UNIVERSITY,41294
ALL,29,WORK,1320790
ALL,30,ATWORK,12089
ALL,30,EATOUT,90624
ALL,30,ESCORT,124707
ALL,30,HOME,3668334
ALL,30,OTHDISCR,238237
ALL,30,OTHMAINT,187616
ALL,30,SCHOOL,189205
ALL,30,SHOPPING,200672
ALL,30,SOCIAL,99567
ALL,30,UNIVERSITY,37216
ALL,30,WORK,1107237
ALL,31,ATWORK,8617
ALL,31,EATOUT,105024
ALL,31,ESCORT,114227
ALL,31,HOME,3896642
ALL,31,OTHDISCR,293123
ALL,31,OTHMAINT,171979
ALL,31,SCHOOL,152397
ALL,31,SHOPPING,194968
ALL,31,SOCIAL,105904
ALL,31,UNIVERSITY,33148
ALL,31,WORK,863579
ALL,32,ATWORK,6627
ALL,32,EATOUT,117390
ALL,32,ESCORT,101942
ALL,32,HOME,4091107
ALL,32,OTHDISCR,340549
ALL,32,OTHMAINT,170561
ALL,32,SCHOOL,115033
ALL,32,SHOPPING,181735
ALL,32,SOCIAL,111046
ALL,32,UNIVERSITY,28909
ALL,32,WORK,648017
ALL,33,ATWORK,5527
ALL,33,EATOUT,128882
ALL,33,ESCORT,98788
ALL,33,HOME,4207772
ALL,33,OTHDISCR,356153
ALL,33,OTHMAINT,160087
ALL,33,SCHOOL,84956
ALL,33,SHOPPING,174523
ALL,33,SOCIAL,114718
ALL,33,UNIVERSITY,27115
ALL,33,WORK,477556
ALL,34,ATWORK,4947
ALL,34,EATOUT,128695
ALL,34,ESCORT,89621
ALL,34,HOME,4338593
ALL,34,OTHDISCR,335456
ALL,34,OTHMAINT,137203
ALL,34,SCHOOL,61514
ALL,34,SHOPPING,155221
ALL,34,SOCIAL,109556
ALL,34,UNIVERSITY,24789
ALL,34,WORK,360632
ALL,35,ATWORK,4679
ALL,35,EATOUT,116529
ALL,35,ESCORT,77184
ALL,35,HOME,4496349
ALL,35,OTHDISCR,288354
ALL,35,OTHMAINT,116511
ALL,35,SCHOOL,44022
ALL,35,SHOPPING,135049
ALL,35,SOCIAL,101234
ALL,35,UNIVERSITY,22018
ALL,35,WORK,276627
ALL,36,ATWORK,4310
ALL,36,EATOUT,91345
ALL,36,ESCORT,63180
ALL,36,HOME,4674817
ALL,36,OTHDISCR,223003
ALL,36,OTHMAINT,95132
ALL,36,SCHOOL,31762
ALL,36,SHOPPING,111191
ALL,36,SOCIAL,89574
ALL,36,UNIVERSITY,17524
ALL,36,WORK,218226
ALL,37,ATWORK,3812
ALL,37,EATOUT,70468
ALL,37,ESCORT,48711
ALL,37,HOME,4855727
ALL,37,OTHDISCR,152234
ALL,37,OTHMAINT,68872
ALL,37,SCHOOL,23461
ALL,37,SHOPPING,79325
ALL,37,SOCIAL,79699
ALL,37,UNIVERSITY,14919
ALL,37,WORK,172835
ALL,38,ATWORK,3302
ALL,38,EATOUT,54387
ALL,38,ESCORT,38072
ALL,38,HOME,5004923
ALL,38,OTHDISCR,104474
ALL,38,OTHMAINT,52502
ALL,38,SCHOOL,17977
ALL,38,SHOPPING,52204
ALL,38,SOCIAL,69294
ALL,38,UNIVERSITY,12848
ALL,38,WORK,135024
ALL,39,ATWORK,2684
ALL,39,EATOUT,38833
ALL,39,ESCORT,29300
ALL,39,HOME,5116963
ALL,39,OTHDISCR,69604
ALL,39,OTHMAINT,37742
ALL,39,SCHOOL,14371
ALL,39,SHOPPING,39092
ALL,39,SOCIAL,53800
ALL,39,UNIVERSITY,10129
ALL,39,WORK,104917
ALL,40,ATWORK,2047
ALL,40,EATOUT,25985
ALL,40,ESCORT,22143
ALL,40,HOME,5216866
ALL,40,OTHDISCR,41365
ALL,40,OTHMAINT,28900
ALL,40,SCHOOL,11980
ALL,40,SHOPPING,26040
ALL,40,SOCIAL,38017
ALL,40,UNIVERSITY,7230
ALL,40,WORK,79010
ALL,41,ATWORK,1509
ALL,41,EATOUT,15891
ALL,41,ESCORT,17432
ALL,41,HOME,5287010
ALL,41,OTHDISCR,26566
ALL,41,OTHMAINT,21855
ALL,41,SCHOOL,10273
ALL,41,SHOPPING,17753
ALL,41,SOCIAL,28125
ALL,41,UNIVERSITY,5533
ALL,41,WORK,57346
ALL,42,ATWORK,1103
ALL,42,EATOUT,12237
ALL,42,ESCORT,14366
ALL,42,HOME,5335234
ALL,42,OTHDISCR,15732
ALL,42,OTHMAINT,17535
ALL,42,SCHOOL,9045
ALL,42,SHOPPING,12713
ALL,42,SOCIAL,19690
ALL,42,UNIVERSITY,3649
ALL,42,WORK,39950
ALL,43,ATWORK,785
ALL,43,EATOUT,8954
ALL,43,ESCORT,11953
ALL,43,HOME,5373841
ALL,43,OTHDISCR,9198
ALL,43,OTHMAINT,13511
ALL,43,SCHOOL,8046
ALL,43,SHOPPING,9804
ALL,43,SOCIAL,13680
ALL,43,UNIVERSITY,1925
ALL,43,WORK,24988
ALL,44,ATWORK,497
ALL,44,EATOUT,6198
ALL,44,ESCORT,10906
ALL,44,HOME,5396023
ALL,44,OTHDISCR,6277
ALL,44,OTHMAINT,10146
ALL,44,SCHOOL,7290
ALL,44,SHOPPING,8542
ALL,44,SOCIAL,9714
ALL,44,UNIVERSITY,981
ALL,44,WORK,17000
ALL,45,ATWORK,324
ALL,45,EATOUT,3888
ALL,45,ESCORT,9889
ALL,45,HOME,5414439
ALL,45,OTHDISCR,3521
ALL,45,OTHMAINT,8248
ALL,45,SCHOOL,6361
ALL,45,SHOPPING,6558
ALL,45,SOCIAL,6867
ALL,45,UNIVERSITY,682
ALL,45,WORK,10559
ALL,46,ATWORK,214
ALL,46,EATOUT,3182
ALL,46,ESCORT,8630
ALL,46,HOME,5426710
ALL,46,OTHDISCR,2199
ALL,46,OTHMAINT,6488
ALL,46,SCHOOL,5168
ALL,46,SHOPPING,5119
ALL,46,SOCIAL,4090
ALL,46,UNIVERSITY,430
ALL,46,WORK,7056
ALL,47,ATWORK,99
ALL,47,EATOUT,2498
ALL,47,ESCORT,6816
ALL,47,HOME,5436766
ALL,47,OTHDISCR,964
ALL,47,OTHMAINT,4558
ALL,47,SCHOOL,3736
ALL,47,SHOPPING,3260
ALL,47,SOCIAL,2864
ALL,47,UNIVERSITY,63
ALL,47,WORK,5307
ALL,48,ATWORK,88
ALL,48,EATOUT,1551
ALL,48,ESCORT,3758
ALL,48,HOME,5446800
ALL,48,OTHDISCR,640
ALL,48,OTHMAINT,2392
ALL,48,SCHOOL,2061
ALL,48,SHOPPING,1716
ALL,48,SOCIAL,1798
ALL,48,UNIVERSITY,43
ALL,48,WORK,2879
CHILD TOO YOUNG FOR SCHOOL,1,EATOUT,15
CHILD TOO YOUNG FOR SCHOOL,1,ESCORT,109
CHILD TOO YOUNG FOR SCHOOL,1,HOME,440435
CHILD TOO YOUNG FOR SCHOOL,1,OTHDISCR,119
CHILD TOO YOUNG FOR SCHOOL,1,OTHMAINT,194
CHILD TOO YOUNG FOR SCHOOL,1,SCHOOL,174
CHILD TOO YOUNG FOR SCHOOL,1,SHOPPING,93
CHILD TOO YOUNG FOR SCHOOL,1,SOCIAL,49
CHILD TOO YOUNG FOR SCHOOL,2,EATOUT,36
CHILD TOO YOUNG FOR SCHOOL,2,ESCORT,160
CHILD TOO YOUNG FOR SCHOOL,2,HOME,439779
CHILD TOO YOUNG FOR SCHOOL,2,OTHDISCR,213
CHILD TOO YOUNG FOR SCHOOL,2,OTHMAINT,405
CHILD TOO YOUNG FOR SCHOOL,2,SCHOOL,308
CHILD TOO YOUNG FOR SCHOOL,2,SHOPPING,176
CHILD TOO YOUNG FOR SCHOOL,2,SOCIAL,120
CHILD TOO YOUNG FOR SCHOOL,3,EATOUT,33
CHILD TOO YOUNG FOR SCHOOL,3,ESCORT,225
CHILD TOO YOUNG FOR SCHOOL,3,HOME,439312
CHILD TOO YOUNG FOR SCHOOL,3,OTHDISCR,378
CHILD TOO YOUNG FOR SCHOOL,3,OTHMAINT,591
CHILD TOO YOUNG FOR SCHOOL,3,SCHOOL,367
CHILD TOO YOUNG FOR SCHOOL,3,SHOPPING,222
CHILD TOO YOUNG FOR SCHOOL,3,SOCIAL,187
CHILD TOO YOUNG FOR SCHOOL,4,EATOUT,329
CHILD TOO YOUNG FOR SCHOOL,4,ESCORT,357
CHILD TOO YOUNG FOR SCHOOL,4,HOME,438988
CHILD TOO YOUNG FOR SCHOOL,4,OTHDISCR,634
CHILD TOO YOUNG FOR SCHOOL,4,OTHMAINT,928
CHILD TOO YOUNG FOR SCHOOL,4,SCHOOL,405
CHILD TOO YOUNG FOR SCHOOL,4,SHOPPING,258
CHILD TOO YOUNG FOR SCHOOL,4,SOCIAL,274
CHILD TOO YOUNG FOR SCHOOL,5,EATOUT,600
CHILD TOO YOUNG FOR SCHOOL,5,ESCORT,565
CHILD TOO YOUNG FOR SCHOOL,5,HOME,438378
CHILD TOO YOUNG FOR SCHOOL,5,OTHDISCR,1711
CHILD TOO YOUNG FOR SCHOOL,5,OTHMAINT,1403
CHILD TOO YOUNG FOR SCHOOL,5,SCHOOL,434
CHILD TOO YOUNG FOR SCHOOL,5,SHOPPING,327
CHILD TOO YOUNG FOR SCHOOL,5,SOCIAL,434
CHILD TOO YOUNG FOR SCHOOL,6,EATOUT,758
CHILD TOO YOUNG FOR SCHOOL,6,ESCORT,987
CHILD TOO YOUNG FOR SCHOOL,6,HOME,437029
CHILD TOO YOUNG FOR SCHOOL,6,OTHDISCR,2590
CHILD TOO YOUNG FOR SCHOOL,6,OTHMAINT,2149
CHILD TOO YOUNG FOR SCHOOL,6,SCHOOL,460
CHILD TOO YOUNG FOR SCHOOL,6,SHOPPING,435
CHILD TOO YOUNG FOR SCHOOL,6,SOCIAL,601
CHILD TOO YOUNG FOR SCHOOL,7,EATOUT,781
CHILD TOO YOUNG FOR SCHOOL,7,ESCORT,2119
CHILD TOO YOUNG FOR SCHOOL,7,HOME,436471
CHILD TOO YOUNG FOR SCHOOL,7,OTHDISCR,3228
CHILD TOO YOUNG FOR SCHOOL,7,OTHMAINT,3196
CHILD TOO YOUNG FOR SCHOOL,7,SCHOOL,4911
CHILD TOO YOUNG FOR SCHOOL,7,SHOPPING,721
CHILD TOO YOUNG FOR SCHOOL,7,SOCIAL,810
CHILD TOO YOUNG FOR SCHOOL,8,EATOUT,794
CHILD TOO YOUNG FOR SCHOOL,8,ESCORT,5326
CHILD TOO YOUNG FOR SCHOOL,8,HOME,431979
CHILD TOO YOUNG FOR SCHOOL,8,OTHDISCR,3579
CHILD TOO YOUNG FOR SCHOOL,8,OTHMAINT,4490
CHILD TOO YOUNG FOR SCHOOL,8,SCHOOL,24709
CHILD TOO YOUNG FOR SCHOOL,8,SHOPPING,1454
CHILD TOO YOUNG FOR SCHOOL,8,SOCIAL,1386
CHILD TOO YOUNG FOR SCHOOL,9,EATOUT,931
CHILD TOO YOUNG FOR SCHOOL,9,ESCORT,14742
CHILD TOO YOUNG FOR SCHOOL,9,HOME,411866
CHILD TOO YOUNG FOR SCHOOL,9,OTHDISCR,4376
CHILD TOO YOUNG FOR SCHOOL,9,OTHMAINT,6440
CHILD TOO YOUNG FOR SCHOOL,9,SCHOOL,76948
CHILD TOO YOUNG FOR SCHOOL,9,SHOPPING,3092
CHILD TOO YOUNG FOR SCHOOL,9,SOCIAL,2615
CHILD TOO YOUNG FOR SCHOOL,10,EATOUT,1132
CHILD TOO YOUNG FOR SCHOOL,10,ESCORT,24784
CHILD TOO YOUNG FOR SCHOOL,10,HOME,352841
CHILD TOO YOUNG FOR SCHOOL,10,OTHDISCR,5069
CHILD TOO YOUNG FOR SCHOOL,10,OTHMAINT,7857
CHILD TOO YOUNG FOR SCHOOL,10,SCHOOL,137637
CHILD TOO YOUNG FOR SCHOOL,10,SHOPPING,4835
CHILD TOO YOUNG FOR SCHOOL,10,SOCIAL,3884
CHILD TOO YOUNG FOR SCHOOL,11,EATOUT,1044
CHILD TOO YOUNG FOR SCHOOL,11,ESCORT,21996
CHILD TOO YOUNG FOR SCHOOL,11,HOME,283313
CHILD TOO YOUNG FOR SCHOOL,11,OTHDISCR,6216
CHILD TOO YOUNG FOR SCHOOL,11,OTHMAINT,7979
CHILD TOO YOUNG FOR SCHOOL,11,SCHOOL,167534
CHILD TOO YOUNG FOR SCHOOL,11,SHOPPING,4696
CHILD TOO YOUNG FOR SCHOOL,11,SOCIAL,4301
CHILD TOO YOUNG FOR SCHOOL,12,EATOUT,824
CHILD TOO YOUNG FOR SCHOOL,12,ESCORT,15064
CHILD TOO YOUNG FOR SCHOOL,12,HOME,250980
CHILD TOO YOUNG FOR SCHOOL,12,OTHDISCR,7595
CHILD TOO YOUNG FOR SCHOOL,12,OTHMAINT,7554
CHILD TOO YOUNG FOR SCHOOL,12,SCHOOL,175831
CHILD TOO YOUNG FOR SCHOOL,12,SHOPPING,4107
CHILD TOO YOUNG FOR SCHOOL,12,SOCIAL,4223
CHILD TOO YOUNG FOR SCHOOL,13,EATOUT,812
CHILD TOO YOUNG FOR SCHOOL,13,ESCORT,10797
CHILD TOO YOUNG FOR SCHOOL,13,HOME,240701
CHILD TOO YOUNG FOR SCHOOL,13,OTHDISCR,9506
CHILD TOO YOUNG FOR SCHOOL,13,OTHMAINT,8148
CHILD TOO YOUNG FOR SCHOOL,13,SCHOOL,179670
CHILD TOO YOUNG FOR SCHOOL,13,SHOPPING,4186
CHILD TOO YOUNG FOR SCHOOL,13,SOCIAL,4866
CHILD TOO YOUNG FOR SCHOOL,14,EATOUT,786
CHILD TOO YOUNG FOR SCHOOL,14,ESCORT,9127
CHILD TOO YOUNG FOR SCHOOL,14,HOME,233683
CHILD TOO YOUNG FOR SCHOOL,14,OTHDISCR,11074
CHILD TOO YOUNG FOR SCHOOL,14,OTHMAINT,9044
CHILD TOO YOUNG FOR SCHOOL,14,SCHOOL,181541
CHILD TOO YOUNG FOR SCHOOL,14,SHOPPING,4696
CHILD TOO YOUNG FOR SCHOOL,14,SOCIAL,5356
CHILD TOO YOUNG FOR SCHOOL,15,EATOUT,785
CHILD TOO YOUNG FOR SCHOOL,15,ESCORT,8643
CHILD TOO YOUNG FOR SCHOOL,15,HOME,229035
CHILD TOO YOUNG FOR SCHOOL,15,OTHDISCR,12121
CHILD TOO YOUNG FOR SCHOOL,15,OTHMAINT,10824
CHILD TOO YOUNG FOR SCHOOL,15,SCHOOL,182587
CHILD TOO YOUNG FOR SCHOOL,15,SHOPPING,6067
CHILD TOO YOUNG FOR SCHOOL,15,SOCIAL,5871
CHILD TOO YOUNG FOR SCHOOL,16,EATOUT,811
CHILD TOO YOUNG FOR SCHOOL,16,ESCORT,8425
CHILD TOO YOUNG FOR SCHOOL,16,HOME,224432
CHILD TOO YOUNG FOR SCHOOL,16,OTHDISCR,12348
CHILD TOO YOUNG FOR SCHOOL,16,OTHMAINT,11387
CHILD TOO YOUNG FOR SCHOOL,16,SCHOOL,183049
CHILD TOO YOUNG FOR SCHOOL,16,SHOPPING,6884
CHILD TOO YOUNG FOR SCHOOL,16,SOCIAL,6244
CHILD TOO YOUNG FOR SCHOOL,17,EATOUT,1169
CHILD TOO YOUNG FOR SCHOOL,17,ESCORT,8541
CHILD TOO YOUNG FOR SCHOOL,17,HOME,222794
CHILD TOO YOUNG FOR SCHOOL,17,OTHDISCR,12266
CHILD TOO YOUNG FOR SCHOOL,17,OTHMAINT,11832
CHILD TOO YOUNG FOR SCHOOL,17,SCHOOL,183215
CHILD TOO YOUNG FOR SCHOOL,17,SHOPPING,7322
CHILD TOO YOUNG FOR SCHOOL,17,SOCIAL,6737
CHILD TOO YOUNG FOR SCHOOL,18,EATOUT,1845
CHILD TOO YOUNG FOR SCHOOL,18,ESCORT,8649
CHILD TOO YOUNG FOR SCHOOL,18,HOME,221705
CHILD TOO YOUNG FOR SCHOOL,18,OTHDISCR,11976
CHILD TOO YOUNG FOR SCHOOL,18,OTHMAINT,11654
CHILD TOO YOUNG FOR SCHOOL,18,SCHOOL,183022
CHILD TOO YOUNG FOR SCHOOL,18,SHOPPING,7565
CHILD TOO YOUNG FOR SCHOOL,18,SOCIAL,7075
CHILD TOO YOUNG FOR SCHOOL,19,EATOUT,2444
CHILD TOO YOUNG FOR SCHOOL,19,ESCORT,8798
CHILD TOO YOUNG FOR SCHOOL,19,HOME,221650
CHILD TOO YOUNG FOR SCHOOL,19,OTHDISCR,11599
CHILD TOO YOUNG FOR SCHOOL,19,OTHMAINT,11362
CHILD TOO YOUNG FOR SCHOOL,19,SCHOOL,182683
CHILD TOO YOUNG FOR SCHOOL,19,SHOPPING,7683
CHILD TOO YOUNG FOR SCHOOL,19,SOCIAL,7372
CHILD TOO YOUNG FOR SCHOOL,20,EATOUT,2921
CHILD TOO YOUNG FOR SCHOOL,20,ESCORT,9142
CHILD TOO YOUNG FOR SCHOOL,20,HOME,222014
CHILD TOO YOUNG FOR SCHOOL,20,OTHDISCR,11114
CHILD TOO YOUNG FOR SCHOOL,20,OTHMAINT,10926
CHILD TOO YOUNG FOR SCHOOL,20,SCHOOL,182156
CHILD TOO YOUNG FOR SCHOOL,20,SHOPPING,7613
CHILD TOO YOUNG FOR SCHOOL,20,SOCIAL,7568
CHILD TOO YOUNG FOR SCHOOL,21,EATOUT,2939
CHILD TOO YOUNG FOR SCHOOL,21,ESCORT,9474
CHILD TOO YOUNG FOR SCHOOL,21,HOME,223345
CHILD TOO YOUNG FOR SCHOOL,21,OTHDISCR,10730
CHILD TOO YOUNG FOR SCHOOL,21,OTHMAINT,10784
CHILD TOO YOUNG FOR SCHOOL,21,SCHOOL,181380
CHILD TOO YOUNG FOR SCHOOL,21,SHOPPING,7449
CHILD TOO YOUNG FOR SCHOOL,21,SOCIAL,7690
CHILD TOO YOUNG FOR SCHOOL,22,EATOUT,2563
CHILD TOO YOUNG FOR SCHOOL,22,ESCORT,10944
