PERSON_TYPE,PER,ORIG_PURPOSE,QUANTITY
ALL,20,SCHOOL,970164
ALL,20,SHOPPING,208845
ALL,20,SOCIAL,73504
ALL,20,UNIVERSITY,60829
ALL,20,WORK,1861911
ALL,21,WORK SUB-TOUR,347377
ALL,21,EATOUT,82777
ALL,21,ESCORT,94611
ALL,21,HOME,2386032
ALL,21,OTHER DISCRETIONARY,120916
ALL,21,OTHER MAINTENANCE,235244
ALL,21,SCHOOL,962600
ALL,21,SHOPPING,200533
ALL,21,SOCIAL,75856
ALL,21,UNIVERSITY,61555
ALL,21,WORK,1913094
ALL,22,WORK SUB-TOUR,228517
ALL,22,EATOUT,73192
ALL,22,ESCORT,103602
ALL,22,HOME,2396065
ALL,22,OTHER DISCRETIONARY,117705
ALL,22,OTHER MAINTENANCE,232177
ALL,22,SCHOOL,952054
ALL,22,SHOPPING,196531
ALL,22,SOCIAL,77986
ALL,22,UNIVERSITY,61734
ALL,22,WORK,1957418
ALL,23,WORK SUB-TOUR,154354
ALL,23,EATOUT,69003
ALL,23,ESCORT,135911
ALL,23,HOME,2416922
ALL,23,OTHER DISCRETIONARY,117268
ALL,23,OTHER MAINTENANCE,234396
ALL,23,SCHOOL,936505
ALL,23,SHOPPING,199659
ALL,23,SOCIAL,81989
ALL,23,UNIVERSITY,61316
ALL,23,WORK,1968991
ALL,24,WORK SUB-TOUR,102447
ALL,24,EATOUT,65715
ALL,24,ESCORT,174347
ALL,24,HOME,2495806
ALL,24,OTHER DISCRETIONARY,120422
ALL,24,OTHER MAINTENANCE,232435
ALL,24,SCHOOL,909383
ALL,24,SHOPPING,206716
ALL,24,SOCIAL,86816
ALL,24,UNIVERSITY,60190
ALL,24,WORK,1950101
ALL,25,WORK SUB-TOUR,76565
ALL,25,EATOUT,66638
ALL,25,ESCORT,165017
ALL,25,HOME,2678228
ALL,25,OTHER DISCRETIONARY,124621
ALL,25,OTHER MAINTENANCE,225021
ALL,25,SCHOOL,768490
ALL,25,SHOPPING,212981
ALL,25,SOCIAL,90588
ALL,25,UNIVERSITY,58313
ALL,25,WORK,1914059
ALL,26,WORK SUB-TOUR,55971
ALL,26,EATOUT,70237
ALL,26,ESCORT,168435
ALL,26,HOME,2884421
ALL,26,OTHER DISCRETIONARY,133567
ALL,26,OTHER MAINTENANCE,225914
ALL,26,SCHOOL,656074
ALL,26,SHOPPING,215215
ALL,26,SOCIAL,96023
ALL,26,UNIVERSITY,55367
ALL,26,WORK,1852019
ALL,27,WORK SUB-TOUR,39711
ALL,27,EATOUT,74533
ALL,27,ESCORT,162823
ALL,27,HOME,3142276
ALL,27,OTHER DISCRETIONARY,144447
ALL,27,OTHER MAINTENANCE,223256
ALL,27,SCHOOL,501156
ALL,27,SHOPPING,214373
ALL,27,SOCIAL,98506
ALL,27,UNIVERSITY,49293
ALL,27,WORK,1763098
ALL,28,WORK SUB-TOUR,27945
ALL,28,EATOUT,79134
ALL,28,ESCORT,152405
ALL,28,HOME,3445041
ALL,28,OTHER DISCRETIONARY,152778
ALL,28,OTHER MAINTENANCE,214192
ALL,28,SCHOOL,346174
ALL,28,SHOPPING,206547
ALL,28,SOCIAL,96753
ALL,28,UNIVERSITY,44438
ALL,28,WORK,1630471
ALL,29,WORK SUB-TOUR,19185
ALL,29,EATOUT,86792
ALL,29,ESCORT,139110
ALL,29,HOME,3730882
ALL,29,OTHER DISCRETIONARY,199413
ALL,29,OTHER MAINTENANCE,206795
ALL,29,SCHOOL,241228
ALL,29,SHOPPING,205237
ALL,29,SOCIAL,101990
ALL,29,UNIVERSITY,41652
ALL,29,WORK,1456281
ALL,30,WORK SUB-TOUR,13288
ALL,30,EATOUT,98632
ALL,30,ESCORT,131771
ALL,30,HOME,3965260
ALL,30,OTHER DISCRETIONARY,251806
ALL,30,OTHER MAINTENANCE,202337
ALL,30,SCHOOL,193224
ALL,30,SHOPPING,216785
ALL,30,SOCIAL,105796
ALL,30,UNIVERSITY,37615
ALL,30,WORK,1219828
ALL,31,WORK SUB-TOUR,9510
ALL,31,EATOUT,114302
ALL,31,ESCORT,120796
ALL,31,HOME,4214462
ALL,31,OTHER DISCRETIONARY,308853
ALL,31,OTHER MAINTENANCE,185782
ALL,31,SCHOOL,155344
ALL,31,SHOPPING,211722
ALL,31,SOCIAL,112889
ALL,31,UNIVERSITY,33519
ALL,31,WORK,952727
ALL,32,WORK SUB-TOUR,7218
ALL,32,EATOUT,128119
ALL,32,ESCORT,108126
ALL,32,HOME,4428694
ALL,32,OTHER DISCRETIONARY,358733
ALL,32,OTHER MAINTENANCE,184297
ALL,32,SCHOOL,117314
ALL,32,SHOPPING,196625
ALL,32,SOCIAL,118138
ALL,32,UNIVERSITY,29286
ALL,32,WORK,715133
ALL,33,WORK SUB-TOUR,5998
ALL,33,EATOUT,140646
ALL,33,ESCORT,104679
ALL,33,HOME,4555798
ALL,33,OTHER DISCRETIONARY,375809
ALL,33,OTHER MAINTENANCE,171556
ALL,33,SCHOOL,86977
ALL,33,SHOPPING,188729
ALL,33,SOCIAL,122658
ALL,33,UNIVERSITY,27468
ALL,33,WORK,526515
ALL,34,WORK SUB-TOUR,5392
ALL,34,EATOUT,140134
ALL,34,ESCORT,93779
ALL,34,HOME,4699042
ALL,34,OTHER DISCRETIONARY,353968
ALL,34,OTHER MAINTENANCE,146548
ALL,34,SCHOOL,63224
ALL,34,SHOPPING,167521
ALL,34,SOCIAL,116529
ALL,34,UNIVERSITY,25041
ALL,34,WORK,397507
ALL,35,WORK SUB-TOUR,5203
ALL,35,EATOUT,126993
ALL,35,ESCORT,80239
ALL,35,HOME,4868831
ALL,35,OTHER DISCRETIONARY,303813
ALL,35,OTHER MAINTENANCE,125429
ALL,35,SCHOOL,45281
ALL,35,SHOPPING,147031
ALL,35,SOCIAL,107667
ALL,35,UNIVERSITY,22202
ALL,35,WORK,304658
ALL,36,WORK SUB-TOUR,4893
ALL,36,EATOUT,99536
ALL,36,ESCORT,66205
ALL,36,HOME,5060289
ALL,36,OTHER DISCRETIONARY,234872
ALL,36,OTHER MAINTENANCE,102283
ALL,36,SCHOOL,32698
ALL,36,SHOPPING,121231
ALL,36,SOCIAL,95268
ALL,36,UNIVERSITY,17721
ALL,36,WORK,240018
ALL,37,WORK SUB-TOUR,4327
ALL,37,EATOUT,76570
ALL,37,ESCORT,51743
ALL,37,HOME,5252430
ALL,37,OTHER DISCRETIONARY,161303
ALL,37,OTHER MAINTENANCE,74409
ALL,37,SCHOOL,24180
ALL,37,SHOPPING,88089
ALL,37,SOCIAL,84882
ALL,37,UNIVERSITY,15169
ALL,37,WORK,190207
ALL,38,WORK SUB-TOUR,3737
ALL,38,EATOUT,58632
ALL,38,ESCORT,40681
ALL,38,HOME,5413189
ALL,38,OTHER DISCRETIONARY,109997
ALL,38,OTHER MAINTENANCE,56841
ALL,38,SCHOOL,18474
ALL,38,SHOPPING,58113
ALL,38,SOCIAL,73773
ALL,38,UNIVERSITY,13001
ALL,38,WORK,148616
ALL,39,WORK SUB-TOUR,3061
ALL,39,EATOUT,42206
ALL,39,ESCORT,31182
ALL,39,HOME,5534240
ALL,39,OTHER DISCRETIONARY,73449
ALL,39,OTHER MAINTENANCE,41634
ALL,39,SCHOOL,14817
ALL,39,SHOPPING,43079
ALL,39,SOCIAL,57026
ALL,39,UNIVERSITY,10182
ALL,39,WORK,115839
ALL,40,WORK SUB-TOUR,2348
ALL,40,EATOUT,28126
ALL,40,ESCORT,23796
ALL,40,HOME,5642442
ALL,40,OTHER DISCRETIONARY,43106
ALL,40,OTHER MAINTENANCE,31817
ALL,40,SCHOOL,12329
ALL,40,SHOPPING,29086
ALL,40,SOCIAL,39925
ALL,40,UNIVERSITY,7226
ALL,40,WORK,87174
ALL,41,WORK SUB-TOUR,1717
ALL,41,EATOUT,17152
ALL,41,ESCORT,18681
ALL,41,HOME,5717759
ALL,41,OTHER DISCRETIONARY,27929
ALL,41,OTHER MAINTENANCE,23553
ALL,41,SCHOOL,10598
ALL,41,SHOPPING,19775
ALL,41,SOCIAL,29544
ALL,41,UNIVERSITY,5526
ALL,41,WORK,63048
ALL,42,WORK SUB-TOUR,1176
ALL,42,EATOUT,13095
ALL,42,ESCORT,15224
ALL,42,HOME,5770311
ALL,42,OTHER DISCRETIONARY,16497
ALL,42,OTHER MAINTENANCE,18966
ALL,42,SCHOOL,9287
ALL,42,SHOPPING,13959
ALL,42,SOCIAL,20798
ALL,42,UNIVERSITY,3630
ALL,42,WORK,43882
ALL,43,WORK SUB-TOUR,813
ALL,43,EATOUT,9427
ALL,43,ESCORT,12787
ALL,43,HOME,5811325
ALL,43,OTHER DISCRETIONARY,9466
ALL,43,OTHER MAINTENANCE,14566
ALL,43,SCHOOL,8329
ALL,43,SHOPPING,10996
ALL,43,SOCIAL,14594
ALL,43,UNIVERSITY,1875
ALL,43,WORK,27754
ALL,44,WORK SUB-TOUR,540
ALL,44,EATOUT,6619
ALL,44,ESCORT,11603
ALL,44,HOME,5835543
ALL,44,OTHER DISCRETIONARY,6159
ALL,44,OTHER MAINTENANCE,10835
ALL,44,SCHOOL,7507
ALL,44,SHOPPING,9581
ALL,44,SOCIAL,10155
ALL,44,UNIVERSITY,998
ALL,44,WORK,18886
ALL,45,WORK SUB-TOUR,369
ALL,45,EATOUT,4251
ALL,45,ESCORT,10366
ALL,45,HOME,5855424
ALL,45,OTHER DISCRETIONARY,3565
ALL,45,OTHER MAINTENANCE,8717
ALL,45,SCHOOL,6494
ALL,45,SHOPPING,6969
ALL,45,SOCIAL,7095
ALL,45,UNIVERSITY,684
ALL,45,WORK,11716
ALL,46,WORK SUB-TOUR,241
ALL,46,EATOUT,3421
ALL,46,ESCORT,9062
ALL,46,HOME,5868696
ALL,46,OTHER DISCRETIONARY,2066
ALL,46,OTHER MAINTENANCE,6690
ALL,46,SCHOOL,5275
ALL,46,SHOPPING,5528
ALL,46,SOCIAL,4128
ALL,46,UNIVERSITY,424
ALL,46,WORK,8096
ALL,47,WORK SUB-TOUR,122
ALL,47,EATOUT,2659
ALL,47,ESCORT,7199
ALL,47,HOME,5879225
ALL,47,OTHER DISCRETIONARY,1050
ALL,47,OTHER MAINTENANCE,4651
ALL,47,SCHOOL,3767
ALL,47,SHOPPING,3488
ALL,47,SOCIAL,2939
ALL,47,UNIVERSITY,66
ALL,47,WORK,6159
ALL,48,WORK SUB-TOUR,108
ALL,48,EATOUT,1695
ALL,48,ESCORT,3961
ALL,48,HOME,5889873
ALL,48,OTHER DISCRETIONARY,734
ALL,48,OTHER MAINTENANCE,2425
ALL,48,SCHOOL,2076
ALL,48,SHOPPING,1860
ALL,48,SOCIAL,1738
ALL,48,UNIVERSITY,47
ALL,48,WORK,3369
CHILD TOO YOUNG FOR SCHOOL,1,EATOUT,8
CHILD TOO YOUNG FOR SCHOOL,1,ESCORT,110
CHILD TOO YOUNG FOR SCHOOL,1,HOME,459135
CHILD TOO YOUNG FOR SCHOOL,1,OTHER DISCRETIONARY,112
CHILD TOO YOUNG FOR SCHOOL,1,OTHER MAINTENANCE,248
CHILD TOO YOUNG FOR SCHOOL,1,SCHOOL,218
CHILD TOO YOUNG FOR SCHOOL,1,SHOPPING,106
CHILD TOO YOUNG FOR SCHOOL,1,SOCIAL,69
CHILD TOO YOUNG FOR SCHOOL,2,EATOUT,16
CHILD TOO YOUNG FOR SCHOOL,2,ESCORT,212
CHILD TOO YOUNG FOR SCHOOL,2,HOME,458361
CHILD TOO YOUNG FOR SCHOOL,2,OTHER DISCRETIONARY,200
CHILD TOO YOUNG FOR SCHOOL,2,OTHER MAINTENANCE,500
CHILD TOO YOUNG FOR SCHOOL,2,SCHOOL,340
CHILD TOO YOUNG FOR SCHOOL,2,SHOPPING,199
CHILD TOO YOUNG FOR SCHOOL,2,SOCIAL,129
CHILD TOO YOUNG FOR SCHOOL,3,EATOUT,37
CHILD TOO YOUNG FOR SCHOOL,3,ESCORT,246
CHILD TOO YOUNG FOR SCHOOL,3,HOME,457872
CHILD TOO YOUNG FOR SCHOOL,3,OTHER DISCRETIONARY,342
CHILD TOO YOUNG FOR SCHOOL,3,OTHER MAINTENANCE,706
CHILD TOO YOUNG FOR SCHOOL,3,SCHOOL,434
CHILD TOO YOUNG FOR SCHOOL,3,SHOPPING,264
CHILD TOO YOUNG FOR SCHOOL,3,SOCIAL,211
CHILD TOO YOUNG FOR SCHOOL,4,EATOUT,385
CHILD TOO YOUNG FOR SCHOOL,4,ESCORT,391
CHILD TOO YOUNG FOR SCHOOL,4,HOME,457525
CHILD TOO YOUNG FOR SCHOOL,4,OTHER DISCRETIONARY,657
CHILD TOO YOUNG FOR SCHOOL,4,OTHER MAINTENANCE,988
CHILD TOO YOUNG FOR SCHOOL,4,SCHOOL,494
CHILD TOO YOUNG FOR SCHOOL,4,SHOPPING,291
CHILD TOO YOUNG FOR SCHOOL,4,SOCIAL,285
CHILD TOO YOUNG FOR SCHOOL,5,EATOUT,661
CHILD TOO YOUNG FOR SCHOOL,5,ESCORT,629
CHILD TOO YOUNG FOR SCHOOL,5,HOME,456842
CHILD TOO YOUNG FOR SCHOOL,5,OTHER DISCRETIONARY,1754
CHILD TOO YOUNG FOR SCHOOL,5,OTHER MAINTENANCE,1544
CHILD TOO YOUNG FOR SCHOOL,5,SCHOOL,542
CHILD TOO YOUNG FOR SCHOOL,5,SHOPPING,321
CHILD TOO YOUNG FOR SCHOOL,5,SOCIAL,444
CHILD TOO YOUNG FOR SCHOOL,6,EATOUT,812
CHILD TOO YOUNG FOR SCHOOL,6,ESCORT,1009
CHILD TOO YOUNG FOR SCHOOL,6,HOME,455432
CHILD TOO YOUNG FOR SCHOOL,6,OTHER DISCRETIONARY,2643
CHILD TOO YOUNG FOR SCHOOL,6,OTHER MAINTENANCE,2312
CHILD TOO YOUNG FOR SCHOOL,6,SCHOOL,569
CHILD TOO YOUNG FOR SCHOOL,6,SHOPPING,450
CHILD TOO YOUNG FOR SCHOOL,6,SOCIAL,610
CHILD TOO YOUNG FOR SCHOOL,7,EATOUT,860
CHILD TOO YOUNG FOR SCHOOL,7,ESCORT,2167
CHILD TOO YOUNG FOR SCHOOL,7,HOME,454785
CHILD TOO YOUNG FOR SCHOOL,7,OTHER DISCRETIONARY,3290
CHILD TOO YOUNG FOR SCHOOL,7,OTHER MAINTENANCE,3374
CHILD TOO YOUNG FOR SCHOOL,7,SCHOOL,5436
CHILD TOO YOUNG FOR SCHOOL,7,SHOPPING,807
CHILD TOO YOUNG FOR SCHOOL,7,SOCIAL,900
CHILD TOO YOUNG FOR SCHOOL,8,EATOUT,818
CHILD TOO YOUNG FOR SCHOOL,8,ESCORT,5319
CHILD TOO YOUNG FOR SCHOOL,8,HOME,449773
CHILD TOO YOUNG FOR SCHOOL,8,OTHER DISCRETIONARY,3679
CHILD TOO YOUNG FOR SCHOOL,8,OTHER MAINTENANCE,4656
CHILD TOO YOUNG FOR SCHOOL,8,SCHOOL,26624
CHILD TOO YOUNG FOR SCHOOL,8,SHOPPING,1534
CHILD TOO YOUNG FOR SCHOOL,8,SOCIAL,1437
CHILD TOO YOUNG FOR SCHOOL,9,EATOUT,895
CHILD TOO YOUNG FOR SCHOOL,9,ESCORT,14707
CHILD TOO YOUNG FOR SCHOOL,9,HOME,428487
CHILD TOO YOUNG FOR SCHOOL,9,OTHER DISCRETIONARY,4400
CHILD TOO YOUNG FOR SCHOOL,9,OTHER MAINTENANCE,6796
CHILD TOO YOUNG FOR SCHOOL,9,SCHOOL,81889
CHILD TOO YOUNG FOR SCHOOL,9,SHOPPING,3153
CHILD TOO YOUNG FOR SCHOOL,9,SOCIAL,2840
CHILD TOO YOUNG FOR SCHOOL,10,EATOUT,1042
CHILD TOO YOUNG FOR SCHOOL,10,ESCORT,25123
CHILD TOO YOUNG FOR SCHOOL,10,HOME,366189
CHILD TOO YOUNG FOR SCHOOL,10,OTHER DISCRETIONARY,5193
CHILD TOO YOUNG FOR SCHOOL,10,OTHER MAINTENANCE,8126
CHILD TOO YOUNG FOR SCHOOL,10,SCHOOL,145675
CHILD TOO YOUNG FOR SCHOOL,10,SHOPPING,4853
CHILD TOO YOUNG FOR SCHOOL,10,SOCIAL,4112
CHILD TOO YOUNG FOR SCHOOL,11,EATOUT,1022
CHILD TOO YOUNG FOR SCHOOL,11,ESCORT,22130
CHILD TOO YOUNG FOR SCHOOL,11,HOME,293138
CHILD TOO YOUNG FOR SCHOOL,11,OTHER DISCRETIONARY,6376
CHILD TOO YOUNG FOR SCHOOL,11,OTHER MAINTENANCE,8251
CHILD TOO YOUNG FOR SCHOOL,11,SCHOOL,176852
CHILD TOO YOUNG FOR SCHOOL,11,SHOPPING,4775
CHILD TOO YOUNG FOR SCHOOL,11,SOCIAL,4659
CHILD TOO YOUNG FOR SCHOOL,12,EATOUT,876
CHILD TOO YOUNG FOR SCHOOL,12,ESCORT,15165
CHILD TOO YOUNG FOR SCHOOL,12,HOME,259935
CHILD TOO YOUNG FOR SCHOOL,12,OTHER DISCRETIONARY,7760
CHILD TOO YOUNG FOR SCHOOL,12,OTHER MAINTENANCE,7829
CHILD TOO YOUNG FOR SCHOOL,12,SCHOOL,185451
CHILD TOO YOUNG FOR SCHOOL,12,SHOPPING,4095
CHILD TOO YOUNG FOR SCHOOL,12,SOCIAL,4467
CHILD TOO YOUNG FOR SCHOOL,13,EATOUT,824
CHILD TOO YOUNG FOR SCHOOL,13,ESCORT,10756
CHILD TOO YOUNG FOR SCHOOL,13,HOME,249147
CHILD TOO YOUNG FOR SCHOOL,13,OTHER DISCRETIONARY,9847
CHILD TOO YOUNG FOR SCHOOL,13,OTHER MAINTENANCE,8426
CHILD TOO YOUNG FOR SCHOOL,13,SCHOOL,189444
CHILD TOO YOUNG FOR SCHOOL,13,SHOPPING,4261
CHILD TOO YOUNG FOR SCHOOL,13,SOCIAL,5006
CHILD TOO YOUNG FOR SCHOOL,14,EATOUT,786
CHILD TOO YOUNG FOR SCHOOL,14,ESCORT,9174
CHILD TOO YOUNG FOR SCHOOL,14,HOME,241735
CHILD TOO YOUNG FOR SCHOOL,14,OTHER DISCRETIONARY,11451
CHILD TOO YOUNG FOR SCHOOL,14,OTHER MAINTENANCE,9509
CHILD TOO YOUNG FOR SCHOOL,14,SCHOOL,191481
CHILD TOO YOUNG FOR SCHOOL,14,SHOPPING,4747
CHILD TOO YOUNG FOR SCHOOL,14,SOCIAL,5510
CHILD TOO YOUNG FOR SCHOOL,15,EATOUT,801
CHILD TOO YOUNG FOR SCHOOL,15,ESCORT,8681
CHILD TOO YOUNG FOR SCHOOL,15,HOME,236916
CHILD TOO YOUNG FOR SCHOOL,15,OTHER DISCRETIONARY,12419
CHILD TOO YOUNG FOR SCHOOL,15,OTHER MAINTENANCE,11130
CHILD TOO YOUNG FOR SCHOOL,15,SCHOOL,192577
CHILD TOO YOUNG FOR SCHOOL,15,SHOPPING,6056
CHILD TOO YOUNG FOR SCHOOL,15,SOCIAL,6053
CHILD TOO YOUNG FOR SCHOOL,16,EATOUT,860
CHILD TOO YOUNG FOR SCHOOL,16,ESCORT,8527
CHILD TOO YOUNG FOR SCHOOL,16,HOME,232348
CHILD TOO YOUNG FOR SCHOOL,16,OTHER DISCRETIONARY,12593
CHILD TOO YOUNG FOR SCHOOL,16,OTHER MAINTENANCE,11765
CHILD TOO YOUNG FOR SCHOOL,16,SCHOOL,193164
CHILD TOO YOUNG FOR SCHOOL,16,SHOPPING,7088
CHILD TOO YOUNG FOR SCHOOL,16,SOCIAL,6421
CHILD TOO YOUNG FOR SCHOOL,17,EATOUT,1247
CHILD TOO YOUNG FOR SCHOOL,17,ESCORT,8611
CHILD TOO YOUNG FOR SCHOOL,17,HOME,230596
CHILD TOO YOUNG FOR SCHOOL,17,OTHER DISCRETIONARY,12479
CHILD TOO YOUNG FOR SCHOOL,17,OTHER MAINTENANCE,12216
CHILD TOO YOUNG FOR SCHOOL,17,SCHOOL,193327
CHILD TOO YOUNG FOR SCHOOL,17,SHOPPING,7605
CHILD TOO YOUNG FOR SCHOOL,17,SOCIAL,6889
CHILD TOO YOUNG FOR SCHOOL,18,EATOUT,1951
CHILD TOO YOUNG FOR SCHOOL,18,ESCORT,8846
CHILD TOO YOUNG FOR SCHOOL,18,HOME,229423
CHILD TOO YOUNG FOR SCHOOL,18,OTHER DISCRETIONARY,12099
