PERSON_TYPE,PER,ORIG_PURPOSE,QUANTITY
ALL,10,OTHER MAINTENANCE,114501
ALL,10,SCHOOL,718806
ALL,10,SHOPPING,58321
ALL,10,SOCIAL,24632
ALL,10,UNIVERSITY,22463
ALL,10,WORK,1214674
ALL,11,WORK SUB-TOUR,13088
ALL,11,EATOUT,29697
ALL,11,ESCORT,235063
ALL,11,HOME,3459021
ALL,11,OTHER DISCRETIONARY,79866
ALL,11,OTHER MAINTENANCE,144335
ALL,11,SCHOOL,878057
ALL,11,SHOPPING,78531
ALL,11,SOCIAL,28978
ALL,11,UNIVERSITY,31391
ALL,11,WORK,1435495
ALL,12,WORK SUB-TOUR,18237
ALL,12,EATOUT,29993
ALL,12,ESCORT,172425
ALL,12,HOME,3015873
ALL,12,OTHER DISCRETIONARY,96886
ALL,12,OTHER MAINTENANCE,156216
ALL,12,SCHOOL,925407
ALL,12,SHOPPING,87937
ALL,12,SOCIAL,31322
ALL,12,UNIVERSITY,36915
ALL,12,WORK,1594203
ALL,13,WORK SUB-TOUR,24793
ALL,13,EATOUT,32587
ALL,13,ESCORT,120248
ALL,13,HOME,2763838
ALL,13,OTHER DISCRETIONARY,117620
ALL,13,OTHER MAINTENANCE,169949
ALL,13,SCHOOL,947793
ALL,13,SHOPPING,107108
ALL,13,SOCIAL,39218
ALL,13,UNIVERSITY,42861
ALL,13,WORK,1703574
ALL,14,WORK SUB-TOUR,34523
ALL,14,EATOUT,33892
ALL,14,ESCORT,93819
ALL,14,HOME,2574285
ALL,14,OTHER DISCRETIONARY,133143
ALL,14,OTHER MAINTENANCE,181841
ALL,14,SCHOOL,959600
ALL,14,SHOPPING,123753
ALL,14,SOCIAL,45395
ALL,14,UNIVERSITY,46464
ALL,14,WORK,1766443
ALL,15,WORK SUB-TOUR,50400
ALL,15,EATOUT,35263
ALL,15,ESCORT,82772
ALL,15,HOME,2459613
ALL,15,OTHER DISCRETIONARY,141176
ALL,15,OTHER MAINTENANCE,205188
ALL,15,SCHOOL,965773
ALL,15,SHOPPING,150532
ALL,15,SOCIAL,51205
ALL,15,UNIVERSITY,49603
ALL,15,WORK,1808369
ALL,16,WORK SUB-TOUR,76078
ALL,16,EATOUT,36519
ALL,16,ESCORT,78369
ALL,16,HOME,2356572
ALL,16,OTHER DISCRETIONARY,140553
ALL,16,OTHER MAINTENANCE,212148
ALL,16,SCHOOL,968826
ALL,16,SHOPPING,169789
ALL,16,SOCIAL,55317
ALL,16,UNIVERSITY,52307
ALL,16,WORK,1836977
ALL,17,WORK SUB-TOUR,134347
ALL,17,EATOUT,43331
ALL,17,ESCORT,77653
ALL,17,HOME,2301622
ALL,17,OTHER DISCRETIONARY,137068
ALL,17,OTHER MAINTENANCE,217096
ALL,17,SCHOOL,969611
ALL,17,SHOPPING,181319
ALL,17,SOCIAL,59466
ALL,17,UNIVERSITY,54640
ALL,17,WORK,1857412
ALL,18,WORK SUB-TOUR,272099
ALL,18,EATOUT,58052
ALL,18,ESCORT,79747
ALL,18,HOME,2263006
ALL,18,OTHER DISCRETIONARY,131838
ALL,18,OTHER MAINTENANCE,219913
ALL,18,SCHOOL,967819
ALL,18,SHOPPING,190638
ALL,18,SOCIAL,63838
ALL,18,UNIVERSITY,56661
ALL,18,WORK,1862930
ALL,19,WORK SUB-TOUR,396559
ALL,19,EATOUT,70852
ALL,19,ESCORT,82434
ALL,19,HOME,2241847
ALL,19,OTHER DISCRETIONARY,125907
ALL,19,OTHER MAINTENANCE,220666
ALL,19,SCHOOL,964235
ALL,19,SHOPPING,195396
ALL,19,SOCIAL,67151
ALL,19,UNIVERSITY,58173
ALL,19,WORK,1795153
ALL,20,WORK SUB-TOUR,430065
ALL,20,EATOUT,80163
ALL,20,ESCORT,86332
ALL,20,HOME,2235574
ALL,20,OTHER DISCRETIONARY,119435
ALL,20,OTHER MAINTENANCE,219986
ALL,20,SCHOOL,958916
ALL,20,SHOPPING,195009
ALL,20,SOCIAL,69824
ALL,20,UNIVERSITY,59314
ALL,20,WORK,1781912
ALL,21,WORK SUB-TOUR,331694
ALL,21,EATOUT,78212
ALL,21,ESCORT,91145
ALL,21,HOME,2244826
ALL,21,OTHER DISCRETIONARY,114557
ALL,21,OTHER MAINTENANCE,221314
ALL,21,SCHOOL,951499
ALL,21,SHOPPING,187425
ALL,21,SOCIAL,71885
ALL,21,UNIVERSITY,59998
ALL,21,WORK,1830619
ALL,22,WORK SUB-TOUR,218054
ALL,22,EATOUT,69737
ALL,22,ESCORT,99881
ALL,22,HOME,2253573
ALL,22,OTHER DISCRETIONARY,111565
ALL,22,OTHER MAINTENANCE,218058
ALL,22,SCHOOL,941040
ALL,22,SHOPPING,183405
ALL,22,SOCIAL,74311
ALL,22,UNIVERSITY,60263
ALL,22,WORK,1873283
ALL,23,WORK SUB-TOUR,147654
ALL,23,EATOUT,65366
ALL,23,ESCORT,131348
ALL,23,HOME,2273384
ALL,23,OTHER DISCRETIONARY,111247
ALL,23,OTHER MAINTENANCE,220645
ALL,23,SCHOOL,925711
ALL,23,SHOPPING,187163
ALL,23,SOCIAL,78227
ALL,23,UNIVERSITY,59947
ALL,23,WORK,1883564
ALL,24,WORK SUB-TOUR,98146
ALL,24,EATOUT,62493
ALL,24,ESCORT,168413
ALL,24,HOME,2350706
ALL,24,OTHER DISCRETIONARY,114238
ALL,24,OTHER MAINTENANCE,219409
ALL,24,SCHOOL,898701
ALL,24,SHOPPING,195305
ALL,24,SOCIAL,82911
ALL,24,UNIVERSITY,58912
ALL,24,WORK,1865625
ALL,25,WORK SUB-TOUR,73202
ALL,25,EATOUT,63179
ALL,25,ESCORT,159404
ALL,25,HOME,2528560
ALL,25,OTHER DISCRETIONARY,118721
ALL,25,OTHER MAINTENANCE,212530
ALL,25,SCHOOL,759081
ALL,25,SHOPPING,200254
ALL,25,SOCIAL,86422
ALL,25,UNIVERSITY,57016
ALL,25,WORK,1831834
ALL,26,WORK SUB-TOUR,53418
ALL,26,EATOUT,66786
ALL,26,ESCORT,163087
ALL,26,HOME,2730317
ALL,26,OTHER DISCRETIONARY,128000
ALL,26,OTHER MAINTENANCE,214346
ALL,26,SCHOOL,647537
ALL,26,SHOPPING,202295
ALL,26,SOCIAL,91395
ALL,26,UNIVERSITY,54166
ALL,26,WORK,1771989
ALL,27,WORK SUB-TOUR,37810
ALL,27,EATOUT,71474
ALL,27,ESCORT,157009
ALL,27,HOME,2981998
ALL,27,OTHER DISCRETIONARY,138093
ALL,27,OTHER MAINTENANCE,212658
ALL,27,SCHOOL,494647
ALL,27,SHOPPING,203264
ALL,27,SOCIAL,93979
ALL,27,UNIVERSITY,48092
ALL,27,WORK,1686952
ALL,28,WORK SUB-TOUR,26447
ALL,28,EATOUT,75395
ALL,28,ESCORT,148481
ALL,28,HOME,3273963
ALL,28,OTHER DISCRETIONARY,146824
ALL,28,OTHER MAINTENANCE,205145
ALL,28,SCHOOL,342011
ALL,28,SHOPPING,197563
ALL,28,SOCIAL,92879
ALL,28,UNIVERSITY,43498
ALL,28,WORK,1558012
ALL,29,WORK SUB-TOUR,18232
ALL,29,EATOUT,83157
ALL,29,ESCORT,134943
ALL,29,HOME,3547278
ALL,29,OTHER DISCRETIONARY,191964
ALL,29,OTHER MAINTENANCE,197938
ALL,29,SCHOOL,238027
ALL,29,SHOPPING,197144
ALL,29,SOCIAL,97493
ALL,29,UNIVERSITY,40792
ALL,29,WORK,1390927
ALL,30,WORK SUB-TOUR,12695
ALL,30,EATOUT,94689
ALL,30,ESCORT,127997
ALL,30,HOME,3773004
ALL,30,OTHER DISCRETIONARY,244114
ALL,30,OTHER MAINTENANCE,193929
ALL,30,SCHOOL,190955
ALL,30,SHOPPING,208181
ALL,30,SOCIAL,101083
ALL,30,UNIVERSITY,36755
ALL,30,WORK,1165812
ALL,31,WORK SUB-TOUR,9044
ALL,31,EATOUT,109186
ALL,31,ESCORT,117552
ALL,31,HOME,4009863
ALL,31,OTHER DISCRETIONARY,299560
ALL,31,OTHER MAINTENANCE,177973
ALL,31,SCHOOL,153603
ALL,31,SHOPPING,203157
ALL,31,SOCIAL,107719
ALL,31,UNIVERSITY,32692
ALL,31,WORK,909521
ALL,32,WORK SUB-TOUR,6885
ALL,32,EATOUT,122075
ALL,32,ESCORT,104525
ALL,32,HOME,4214582
ALL,32,OTHER DISCRETIONARY,347966
ALL,32,OTHER MAINTENANCE,175867
ALL,32,SCHOOL,116372
ALL,32,SHOPPING,189987
ALL,32,SOCIAL,112540
ALL,32,UNIVERSITY,28487
ALL,32,WORK,682921
ALL,33,WORK SUB-TOUR,5707
ALL,33,EATOUT,134146
ALL,33,ESCORT,100714
ALL,33,HOME,4337803
ALL,33,OTHER DISCRETIONARY,364644
ALL,33,OTHER MAINTENANCE,165633
ALL,33,SCHOOL,86110
ALL,33,SHOPPING,181832
ALL,33,SOCIAL,117183
ALL,33,UNIVERSITY,26669
ALL,33,WORK,502964
ALL,34,WORK SUB-TOUR,5148
ALL,34,EATOUT,133914
ALL,34,ESCORT,90676
ALL,34,HOME,4472379
ALL,34,OTHER DISCRETIONARY,343903
ALL,34,OTHER MAINTENANCE,141740
ALL,34,SCHOOL,62563
ALL,34,SHOPPING,162355
ALL,34,SOCIAL,111922
ALL,34,UNIVERSITY,24389
ALL,34,WORK,379826
ALL,35,WORK SUB-TOUR,4875
ALL,35,EATOUT,122074
ALL,35,ESCORT,77467
ALL,35,HOME,4634808
ALL,35,OTHER DISCRETIONARY,294724
ALL,35,OTHER MAINTENANCE,120548
ALL,35,SCHOOL,44769
ALL,35,SHOPPING,141501
ALL,35,SOCIAL,103574
ALL,35,UNIVERSITY,21693
ALL,35,WORK,291295
ALL,36,WORK SUB-TOUR,4463
ALL,36,EATOUT,95948
ALL,36,ESCORT,64068
ALL,36,HOME,4820132
ALL,36,OTHER DISCRETIONARY,228446
ALL,36,OTHER MAINTENANCE,98679
ALL,36,SCHOOL,32308
ALL,36,SHOPPING,116583
ALL,36,SOCIAL,91427
ALL,36,UNIVERSITY,17258
ALL,36,WORK,229423
ALL,37,WORK SUB-TOUR,3970
ALL,37,EATOUT,74326
ALL,37,ESCORT,49787
ALL,37,HOME,5005286
ALL,37,OTHER DISCRETIONARY,156685
ALL,37,OTHER MAINTENANCE,72022
ALL,37,SCHOOL,23754
ALL,37,SHOPPING,84127
ALL,37,SOCIAL,81481
ALL,37,UNIVERSITY,14849
ALL,37,WORK,181768
ALL,38,WORK SUB-TOUR,3431
ALL,38,EATOUT,57082
ALL,38,ESCORT,38895
ALL,38,HOME,5159907
ALL,38,OTHER DISCRETIONARY,107229
ALL,38,OTHER MAINTENANCE,55351
ALL,38,SCHOOL,18218
ALL,38,SHOPPING,54831
ALL,38,SOCIAL,71006
ALL,38,UNIVERSITY,12684
ALL,38,WORK,141986
ALL,39,WORK SUB-TOUR,2822
ALL,39,EATOUT,40809
ALL,39,ESCORT,29879
ALL,39,HOME,5277022
ALL,39,OTHER DISCRETIONARY,71576
ALL,39,OTHER MAINTENANCE,40105
ALL,39,SCHOOL,14634
ALL,39,SHOPPING,40700
ALL,39,SOCIAL,54961
ALL,39,UNIVERSITY,9822
ALL,39,WORK,110409
ALL,40,WORK SUB-TOUR,2163
ALL,40,EATOUT,27031
ALL,40,ESCORT,22787
ALL,40,HOME,5381411
ALL,40,OTHER DISCRETIONARY,42257
ALL,40,OTHER MAINTENANCE,30839
ALL,40,SCHOOL,12244
ALL,40,SHOPPING,27324
ALL,40,SOCIAL,38663
ALL,40,UNIVERSITY,7013
ALL,40,WORK,82946
ALL,41,WORK SUB-TOUR,1615
ALL,41,EATOUT,16441
ALL,41,ESCORT,17841
ALL,41,HOME,5454014
ALL,41,OTHER DISCRETIONARY,27721
ALL,41,OTHER MAINTENANCE,22803
ALL,41,SCHOOL,10483
ALL,41,SHOPPING,18438
ALL,41,SOCIAL,28460
ALL,41,UNIVERSITY,5421
ALL,41,WORK,60145
ALL,42,WORK SUB-TOUR,1066
ALL,42,EATOUT,12599
ALL,42,ESCORT,14727
ALL,42,HOME,5504169
ALL,42,OTHER DISCRETIONARY,16485
ALL,42,OTHER MAINTENANCE,18574
ALL,42,SCHOOL,9200
ALL,42,SHOPPING,13327
ALL,42,SOCIAL,19784
ALL,42,UNIVERSITY,3488
ALL,42,WORK,41961
ALL,43,WORK SUB-TOUR,722
ALL,43,EATOUT,9075
ALL,43,ESCORT,12460
ALL,43,HOME,5543544
ALL,43,OTHER DISCRETIONARY,9668
ALL,43,OTHER MAINTENANCE,14185
ALL,43,SCHOOL,8281
ALL,43,SHOPPING,10447
ALL,43,SOCIAL,13858
ALL,43,UNIVERSITY,1772
ALL,43,WORK,26276
ALL,44,WORK SUB-TOUR,501
ALL,44,EATOUT,6398
ALL,44,ESCORT,11351
ALL,44,HOME,5566379
ALL,44,OTHER DISCRETIONARY,6555
ALL,44,OTHER MAINTENANCE,10679
ALL,44,SCHOOL,7501
ALL,44,SHOPPING,8954
ALL,44,SOCIAL,9918
ALL,44,UNIVERSITY,953
ALL,44,WORK,17983
ALL,45,WORK SUB-TOUR,329
ALL,45,EATOUT,4105
ALL,45,ESCORT,10107
ALL,45,HOME,5585843
ALL,45,OTHER DISCRETIONARY,3592
ALL,45,OTHER MAINTENANCE,8627
ALL,45,SCHOOL,6532
ALL,45,SHOPPING,6573
ALL,45,SOCIAL,7043
ALL,45,UNIVERSITY,682
ALL,45,WORK,11094
ALL,46,WORK SUB-TOUR,211
ALL,46,EATOUT,3464
ALL,46,ESCORT,8773
ALL,46,HOME,5598744
ALL,46,OTHER DISCRETIONARY,2200
ALL,46,OTHER MAINTENANCE,6811
ALL,46,SCHOOL,5326
ALL,46,SHOPPING,5130
ALL,46,SOCIAL,4052
ALL,46,UNIVERSITY,431
ALL,46,WORK,7556
ALL,47,WORK SUB-TOUR,76
ALL,47,EATOUT,2646
ALL,47,ESCORT,6970
ALL,47,HOME,5609216
ALL,47,OTHER DISCRETIONARY,1069
ALL,47,OTHER MAINTENANCE,4591
ALL,47,SCHOOL,3831
ALL,47,SHOPPING,3324
ALL,47,SOCIAL,2798
ALL,47,UNIVERSITY,63
ALL,47,WORK,5710
ALL,48,WORK SUB-TOUR,109
ALL,48,EATOUT,1566
ALL,48,ESCORT,3823
ALL,48,HOME,5619643
ALL,48,OTHER DISCRETIONARY,738
ALL,48,OTHER MAINTENANCE,2423
ALL,48,SCHOOL,2067
ALL,48,SHOPPING,1775
ALL,48,SOCIAL,1722
ALL,48,UNIVERSITY,42
ALL,48,WORK,3087
CHILD TOO YOUNG FOR SCHOOL,1,EATOUT,16
CHILD TOO YOUNG FOR SCHOOL,1,ESCORT,105
CHILD TOO YOUNG FOR SCHOOL,1,HOME,445602
CHILD TOO YOUNG FOR SCHOOL,1,OTHER DISCRETIONARY,92
CHILD TOO YOUNG FOR SCHOOL,1,OTHER MAINTENANCE,283
CHILD TOO YOUNG FOR SCHOOL,1,SCHOOL,193
CHILD TOO YOUNG FOR SCHOOL,1,SHOPPING,88
CHILD TOO YOUNG FOR SCHOOL,1,SOCIAL,59
CHILD TOO YOUNG FOR SCHOOL,2,EATOUT,32
CHILD TOO YOUNG FOR SCHOOL,2,ESCORT,185
CHILD TOO YOUNG FOR SCHOOL,2,HOME,444874
CHILD TOO YOUNG FOR SCHOOL,2,OTHER DISCRETIONARY,169
CHILD TOO YOUNG FOR SCHOOL,2,OTHER MAINTENANCE,530
CHILD TOO YOUNG FOR SCHOOL,2,SCHOOL,315
CHILD TOO YOUNG FOR SCHOOL,2,SHOPPING,184
CHILD TOO YOUNG FOR SCHOOL,2,SOCIAL,109
CHILD TOO YOUNG FOR SCHOOL,3,EATOUT,33
CHILD TOO YOUNG FOR SCHOOL,3,ESCORT,255
CHILD TOO YOUNG FOR SCHOOL,3,HOME,444395
CHILD TOO YOUNG FOR SCHOOL,3,OTHER DISCRETIONARY,317
CHILD TOO YOUNG FOR SCHOOL,3,OTHER MAINTENANCE,691
CHILD TOO YOUNG FOR SCHOOL,3,SCHOOL,379
CHILD TOO YOUNG FOR SCHOOL,3,SHOPPING,267
CHILD TOO YOUNG FOR SCHOOL,3,SOCIAL,184
CHILD TOO YOUNG FOR SCHOOL,4,EATOUT,325
CHILD TOO YOUNG FOR SCHOOL,4,ESCORT,376
CHILD TOO YOUNG FOR SCHOOL,4,HOME,444116
CHILD TOO YOUNG FOR SCHOOL,4,OTHER DISCRETIONARY,607
CHILD TOO YOUNG FOR SCHOOL,4,OTHER MAINTENANCE,951
CHILD TOO YOUNG FOR SCHOOL,4,SCHOOL,435
CHILD TOO YOUNG FOR SCHOOL,4,SHOPPING,323
CHILD TOO YOUNG FOR SCHOOL,4,SOCIAL,291
CHILD TOO YOUNG FOR SCHOOL,5,EATOUT,588
CHILD TOO YOUNG FOR SCHOOL,5,ESCORT,533
CHILD TOO YOUNG FOR SCHOOL,5,HOME,443462
CHILD TOO YOUNG FOR SCHOOL,5,OTHER DISCRETIONARY,1665
CHILD TOO YOUNG FOR SCHOOL,5,OTHER MAINTENANCE,1402
CHILD TOO YOUNG FOR SCHOOL,5,SCHOOL,476
CHILD TOO YOUNG FOR SCHOOL,5,SHOPPING,327
CHILD TOO YOUNG FOR SCHOOL,5,SOCIAL,430
CHILD TOO YOUNG FOR SCHOOL,6,EATOUT,708
CHILD TOO YOUNG FOR SCHOOL,6,ESCORT,919
CHILD TOO YOUNG FOR SCHOOL,6,HOME,442219
CHILD TOO YOUNG FOR SCHOOL,6,OTHER DISCRETIONARY,2523
CHILD TOO YOUNG FOR SCHOOL,6,OTHER MAINTENANCE,2134
CHILD TOO YOUNG FOR SCHOOL,6,SCHOOL,496
CHILD TOO YOUNG FOR SCHOOL,6,SHOPPING,437
CHILD TOO YOUNG FOR SCHOOL,6,SOCIAL,578
CHILD TOO YOUNG FOR SCHOOL,7,EATOUT,725
CHILD TOO YOUNG FOR SCHOOL,7,ESCORT,2054
CHILD TOO YOUNG FOR SCHOOL,7,HOME,441578
CHILD TOO YOUNG FOR SCHOOL,7,OTHER DISCRETIONARY,3227
CHILD TOO YOUNG FOR SCHOOL,7,OTHER MAINTENANCE,3127
CHILD TOO YOUNG FOR SCHOOL,7,SCHOOL,5083
CHILD TOO YOUNG FOR SCHOOL,7,SHOPPING,767
CHILD TOO YOUNG FOR SCHOOL,7,SOCIAL,861
CHILD TOO YOUNG FOR SCHOOL,8,EATOUT,695
CHILD TOO YOUNG FOR SCHOOL,8,ESCORT,5186
CHILD TOO YOUNG FOR SCHOOL,8,HOME,436994
CHILD TOO YOUNG FOR SCHOOL,8,OTHER DISCRETIONARY,3616
CHILD TOO YOUNG FOR SCHOOL,8,OTHER MAINTENANCE,4460
CHILD TOO YOUNG FOR SCHOOL,8,SCHOOL,25661
CHILD TOO YOUNG FOR SCHOOL,8,SHOPPING,1434
CHILD TOO YOUNG FOR SCHOOL,8,SOCIAL,1371
CHILD TOO YOUNG FOR SCHOOL,9,EATOUT,886
CHILD TOO YOUNG FOR SCHOOL,9,ESCORT,14322
CHILD TOO YOUNG FOR SCHOOL,9,HOME,416145
CHILD TOO YOUNG FOR SCHOOL,9,OTHER DISCRETIONARY,4202
CHILD TOO YOUNG FOR SCHOOL,9,OTHER MAINTENANCE,6522
CHILD TOO YOUNG FOR SCHOOL,9,SCHOOL,79350
CHILD TOO YOUNG FOR SCHOOL,9,SHOPPING,3093
CHILD TOO YOUNG FOR SCHOOL,9,SOCIAL,2649
CHILD TOO YOUNG FOR SCHOOL,10,EATOUT,1094
CHILD TOO YOUNG FOR SCHOOL,10,ESCORT,24756
CHILD TOO YOUNG FOR SCHOOL,10,HOME,355655
CHILD TOO YOUNG FOR SCHOOL,10,OTHER DISCRETIONARY,4902
CHILD TOO YOUNG FOR SCHOOL,10,OTHER MAINTENANCE,7927
CHILD TOO YOUNG FOR SCHOOL,10,SCHOOL,141183
CHILD TOO YOUNG FOR SCHOOL,10,SHOPPING,4673
CHILD TOO YOUNG FOR SCHOOL,10,SOCIAL,3985
CHILD TOO YOUNG FOR SCHOOL,11,EATOUT,1098
CHILD TOO YOUNG FOR SCHOOL,11,ESCORT,22085
CHILD TOO YOUNG FOR SCHOOL,11,HOME,284644
CHILD TOO YOUNG FOR SCHOOL,11,OTHER DISCRETIONARY,6221
CHILD TOO YOUNG FOR SCHOOL,11,OTHER MAINTENANCE,8105
CHILD TOO YOUNG FOR SCHOOL,11,SCHOOL,171375
CHILD TOO YOUNG FOR SCHOOL,11,SHOPPING,4616
CHILD TOO YOUNG FOR SCHOOL,11,SOCIAL,4289
CHILD TOO YOUNG FOR SCHOOL,12,EATOUT,956
CHILD TOO YOUNG FOR SCHOOL,12,ESCORT,15320
CHILD TOO YOUNG FOR SCHOOL,12,HOME,251923
CHILD TOO YOUNG FOR SCHOOL,12,OTHER DISCRETIONARY,7672
CHILD TOO YOUNG FOR SCHOOL,12,OTHER MAINTENANCE,7683
CHILD TOO YOUNG FOR SCHOOL,12,SCHOOL,179687
CHILD TOO YOUNG FOR SCHOOL,12,SHOPPING,4046
CHILD TOO YOUNG FOR SCHOOL,12,SOCIAL,4211
CHILD TOO YOUNG FOR SCHOOL,13,EATOUT,840
CHILD TOO YOUNG FOR SCHOOL,13,ESCORT,10814
CHILD TOO YOUNG FOR SCHOOL,13,HOME,241578
CHILD TOO YOUNG FOR SCHOOL,13,OTHER DISCRETIONARY,9548
CHILD TOO YOUNG FOR SCHOOL,13,OTHER MAINTENANCE,8231
CHILD TOO YOUNG FOR SCHOOL,13,SCHOOL,183503
CHILD TOO YOUNG FOR SCHOOL,13,SHOPPING,4305
CHILD TOO YOUNG FOR SCHOOL,13,SOCIAL,4831
CHILD TOO YOUNG FOR SCHOOL,14,EATOUT,806
CHILD TOO YOUNG FOR SCHOOL,14,ESCORT,9185
CHILD TOO YOUNG FOR SCHOOL,14,HOME,234607
CHILD TOO YOUNG FOR SCHOOL,14,OTHER DISCRETIONARY,11170
CHILD TOO YOUNG FOR SCHOOL,14,OTHER MAINTENANCE,9255
CHILD TOO YOUNG FOR SCHOOL,14,SCHOOL,185560
CHILD TOO YOUNG FOR SCHOOL,14,SHOPPING,4850
CHILD TOO YOUNG FOR SCHOOL,14,SOCIAL,5307
CHILD TOO YOUNG FOR SCHOOL,15,EATOUT,799
CHILD TOO YOUNG FOR SCHOOL,15,ESCORT,8707
CHILD TOO YOUNG FOR SCHOOL,15,HOME,229763
CHILD TOO YOUNG FOR SCHOOL,15,OTHER DISCRETIONARY,12110
CHILD TOO YOUNG FOR SCHOOL,15,OTHER MAINTENANCE,10806
CHILD TOO YOUNG FOR SCHOOL,15,SCHOOL,186633
CHILD TOO YOUNG FOR SCHOOL,15,SHOPPING,6012
CHILD TOO YOUNG FOR SCHOOL,15,SOCIAL,5834
CHILD TOO YOUNG FOR SCHOOL,16,EATOUT,828
CHILD TOO YOUNG FOR SCHOOL,16,ESCORT,8425
CHILD TOO YOUNG FOR SCHOOL,16,HOME,225434
CHILD TOO YOUNG FOR SCHOOL,16,OTHER DISCRETIONARY,12347
CHILD TOO YOUNG FOR SCHOOL,16,OTHER MAINTENANCE,11437
CHILD TOO YOUNG FOR SCHOOL,16,SCHOOL,187177
CHILD TOO YOUNG FOR SCHOOL,16,SHOPPING,6900
CHILD TOO YOUNG FOR SCHOOL,16,SOCIAL,6322
CHILD TOO YOUNG FOR SCHOOL,17,EATOUT,1215
CHILD TOO YOUNG FOR SCHOOL,17,ESCORT,8564
CHILD TOO YOUNG FOR SCHOOL,17,HOME,223679
CHILD TOO YOUNG FOR SCHOOL,17,OTHER DISCRETIONARY,12298
CHILD TOO YOUNG FOR SCHOOL,17,OTHER MAINTENANCE,11808
CHILD TOO YOUNG FOR SCHOOL,17,SCHOOL,187371
CHILD TOO YOUNG FOR SCHOOL,17,SHOPPING,7366
CHILD TOO YOUNG FOR SCHOOL,17,SOCIAL,6757
CHILD TOO YOUNG FOR SCHOOL,18,EATOUT,1858
CHILD TOO YOUNG FOR SCHOOL,18,ESCORT,8748
CHILD TOO YOUNG FOR SCHOOL,18,HOME,222534
CHILD TOO YOUNG FOR SCHOOL,18,OTHER DISCRETIONARY,11903
