PERSON_TYPE,PER,ORIG_PURPOSE,QUANTITY
ALL,13,EATOUT,38895
ALL,13,ESCORT,142290
ALL,13,HOME,3545665
ALL,13,OTHDISCR,149240
ALL,13,OTHMAINT,216796
ALL,13,SCHOOL,1080354
ALL,13,SHOPPING,137834
ALL,13,SOCIAL,48680
ALL,13,UNIVERSITY,47224
ALL,13,WORK,1993218
ALL,14,ATWORK,40952
ALL,14,EATOUT,41061
ALL,14,ESCORT,111907
ALL,14,HOME,3316270
ALL,14,OTHDISCR,169267
ALL,14,OTHMAINT,234375
ALL,14,SCHOOL,1093068
ALL,14,SHOPPING,162022
ALL,14,SOCIAL,56715
ALL,14,UNIVERSITY,51315
ALL,14,WORK,2064872
ALL,15,ATWORK,59421
ALL,15,EATOUT,43426
ALL,15,ESCORT,100002
ALL,15,HOME,3176634
ALL,15,OTHDISCR,179410
ALL,15,OTHMAINT,267436
ALL,15,SCHOOL,1099924
ALL,15,SHOPPING,201016
ALL,15,SOCIAL,64232
ALL,15,UNIVERSITY,54844
ALL,15,WORK,2113383
ALL,16,ATWORK,89291
ALL,16,EATOUT,45244
ALL,16,ESCORT,94622
ALL,16,HOME,3044535
ALL,16,OTHDISCR,178606
ALL,16,OTHMAINT,278702
ALL,16,SCHOOL,1103491
ALL,16,SHOPPING,229086
ALL,16,SOCIAL,69918
ALL,16,UNIVERSITY,57815
ALL,16,WORK,2146054
ALL,17,ATWORK,157802
ALL,17,EATOUT,54364
ALL,17,ESCORT,94164
ALL,17,HOME,2977875
ALL,17,OTHDISCR,173585
ALL,17,OTHMAINT,285130
ALL,17,SCHOOL,1104349
ALL,17,SHOPPING,244180
ALL,17,SOCIAL,75281
ALL,17,UNIVERSITY,60407
ALL,17,WORK,2169862
ALL,18,ATWORK,319690
ALL,18,EATOUT,72914
ALL,18,ESCORT,97316
ALL,18,HOME,2930516
ALL,18,OTHDISCR,167388
ALL,18,OTHMAINT,288946
ALL,18,SCHOOL,1102619
ALL,18,SHOPPING,255967
ALL,18,SOCIAL,80439
ALL,18,UNIVERSITY,62517
ALL,18,WORK,2175581
ALL,19,ATWORK,466008
ALL,19,EATOUT,88455
ALL,19,ESCORT,100839
ALL,19,HOME,2905994
ALL,19,OTHDISCR,159171
ALL,19,OTHMAINT,288521
ALL,19,SCHOOL,1098701
ALL,19,SHOPPING,261154
ALL,19,SOCIAL,84370
ALL,19,UNIVERSITY,64209
ALL,19,WORK,2094290
ALL,20,ATWORK,505342
ALL,20,EATOUT,100035
ALL,20,ESCORT,105392
ALL,20,HOME,2899950
ALL,20,OTHDISCR,150935
ALL,20,OTHMAINT,286720
ALL,20,SCHOOL,1092684
ALL,20,SHOPPING,260288
ALL,20,SOCIAL,87641
ALL,20,UNIVERSITY,65481
ALL,20,WORK,2078332
ALL,21,ATWORK,389860
ALL,21,EATOUT,97309
ALL,21,ESCORT,110530
ALL,21,HOME,2913175
ALL,21,OTHDISCR,144245
ALL,21,OTHMAINT,288128
ALL,21,SCHOOL,1084153
ALL,21,SHOPPING,250855
ALL,21,SOCIAL,90038
ALL,21,UNIVERSITY,66280
ALL,21,WORK,2136262
ALL,22,ATWORK,256315
ALL,22,EATOUT,86428
ALL,22,ESCORT,121491
ALL,22,HOME,2923644
ALL,22,OTHDISCR,140376
ALL,22,OTHMAINT,283851
ALL,22,SCHOOL,1072175
ALL,22,SHOPPING,245274
ALL,22,SOCIAL,92871
ALL,22,UNIVERSITY,66481
ALL,22,WORK,2186539
ALL,23,ATWORK,173543
ALL,23,EATOUT,81457
ALL,23,ESCORT,158905
ALL,23,HOME,2946790
ALL,23,OTHDISCR,139821
ALL,23,OTHMAINT,286025
ALL,23,SCHOOL,1054593
ALL,23,SHOPPING,248556
ALL,23,SOCIAL,97291
ALL,23,UNIVERSITY,65962
ALL,23,WORK,2198512
ALL,24,ATWORK,115500
ALL,24,EATOUT,76729
ALL,24,ESCORT,203146
ALL,24,HOME,3036397
ALL,24,OTHDISCR,143074
ALL,24,OTHMAINT,283156
ALL,24,SCHOOL,1023912
ALL,24,SHOPPING,256476
ALL,24,SOCIAL,102794
ALL,24,UNIVERSITY,64782
ALL,24,WORK,2178655
ALL,25,ATWORK,85638
ALL,25,EATOUT,77187
ALL,25,ESCORT,191273
ALL,25,HOME,3241877
ALL,25,OTHDISCR,147549
ALL,25,OTHMAINT,272172
ALL,25,SCHOOL,866222
ALL,25,SHOPPING,262959
ALL,25,SOCIAL,106733
ALL,25,UNIVERSITY,62717
ALL,25,WORK,2137956
ALL,26,ATWORK,62246
ALL,26,EATOUT,81798
ALL,26,ESCORT,194362
ALL,26,HOME,3478082
ALL,26,OTHDISCR,158022
ALL,26,OTHMAINT,270967
ALL,26,SCHOOL,740270
ALL,26,SHOPPING,263231
ALL,26,SOCIAL,112046
ALL,26,UNIVERSITY,59624
ALL,26,WORK,2068302
ALL,27,ATWORK,43901
ALL,27,EATOUT,86881
ALL,27,ESCORT,187007
ALL,27,HOME,3769903
ALL,27,OTHDISCR,169858
ALL,27,OTHMAINT,264928
ALL,27,SCHOOL,566795
ALL,27,SHOPPING,260912
ALL,27,SOCIAL,115172
ALL,27,UNIVERSITY,53056
ALL,27,WORK,1969442
ALL,28,ATWORK,30555
ALL,28,EATOUT,91018
ALL,28,ESCORT,174920
ALL,28,HOME,4112834
ALL,28,OTHDISCR,180214
ALL,28,OTHMAINT,253229
ALL,28,SCHOOL,392208
ALL,28,SHOPPING,250153
ALL,28,SOCIAL,113514
ALL,28,UNIVERSITY,47866
ALL,28,WORK,1822493
ALL,29,ATWORK,21196
ALL,29,EATOUT,99403
ALL,29,ESCORT,159473
ALL,29,HOME,4435783
ALL,29,OTHDISCR,233942
ALL,29,OTHMAINT,241614
ALL,29,SCHOOL,272595
ALL,29,SHOPPING,246974
ALL,29,SOCIAL,119265
ALL,29,UNIVERSITY,44822
ALL,29,WORK,1628605
ALL,30,ATWORK,14673
ALL,30,EATOUT,113557
ALL,30,ESCORT,149953
ALL,30,HOME,4698463
ALL,30,OTHDISCR,295495
ALL,30,OTHMAINT,234822
ALL,30,SCHOOL,218382
ALL,30,SHOPPING,258626
ALL,30,SOCIAL,123902
ALL,30,UNIVERSITY,40656
ALL,30,WORK,1365038
ALL,31,ATWORK,10474
ALL,31,EATOUT,131007
ALL,31,ESCORT,137917
ALL,31,HOME,4977699
ALL,31,OTHDISCR,362058
ALL,31,OTHMAINT,215015
ALL,31,SCHOOL,176017
ALL,31,SHOPPING,250881
ALL,31,SOCIAL,131398
ALL,31,UNIVERSITY,36103
ALL,31,WORK,1064802
ALL,32,ATWORK,7994
ALL,32,EATOUT,146681
ALL,32,ESCORT,122561
ALL,32,HOME,5218314
ALL,32,OTHDISCR,418604
ALL,32,OTHMAINT,211856
ALL,32,SCHOOL,133007
ALL,32,SHOPPING,231592
ALL,32,SOCIAL,137481
ALL,32,UNIVERSITY,31514
ALL,32,WORK,798678
ALL,33,ATWORK,6705
ALL,33,EATOUT,161521
ALL,33,ESCORT,117355
ALL,33,HOME,5360999
ALL,33,OTHDISCR,437064
ALL,33,OTHMAINT,197543
ALL,33,SCHOOL,98491
ALL,33,SHOPPING,221408
ALL,33,SOCIAL,142693
ALL,33,UNIVERSITY,29493
ALL,33,WORK,588655
ALL,34,ATWORK,6017
ALL,34,EATOUT,161253
ALL,34,ESCORT,106484
ALL,34,HOME,5522819
ALL,34,OTHDISCR,410358
ALL,34,OTHMAINT,169181
ALL,34,SCHOOL,71637
ALL,34,SHOPPING,196067
ALL,34,SOCIAL,135534
ALL,34,UNIVERSITY,26907
ALL,34,WORK,444236
ALL,35,ATWORK,5729
ALL,35,EATOUT,146534
ALL,35,ESCORT,91585
ALL,35,HOME,5716222
ALL,35,OTHDISCR,351988
ALL,35,OTHMAINT,144551
ALL,35,SCHOOL,51468
ALL,35,SHOPPING,170962
ALL,35,SOCIAL,125090
ALL,35,UNIVERSITY,23905
ALL,35,WORK,340275
ALL,36,ATWORK,5243
ALL,36,EATOUT,114631
ALL,36,ESCORT,75349
ALL,36,HOME,5937850
ALL,36,OTHDISCR,270522
ALL,36,OTHMAINT,117679
ALL,36,SCHOOL,37090
ALL,36,SHOPPING,140090
ALL,36,SOCIAL,110332
ALL,36,UNIVERSITY,18883
ALL,36,WORK,267925
ALL,37,ATWORK,4717
ALL,37,EATOUT,88361
ALL,37,ESCORT,58328
ALL,37,HOME,6159259
ALL,37,OTHDISCR,184440
ALL,37,OTHMAINT,85525
ALL,37,SCHOOL,27302
ALL,37,SHOPPING,100753
ALL,37,SOCIAL,98238
ALL,37,UNIVERSITY,16148
ALL,37,WORK,211964
ALL,38,ATWORK,4024
ALL,38,EATOUT,67667
ALL,38,ESCORT,45592
ALL,38,HOME,6343729
ALL,38,OTHDISCR,126461
ALL,38,OTHMAINT,65513
ALL,38,SCHOOL,20794
ALL,38,SHOPPING,66295
ALL,38,SOCIAL,85225
ALL,38,UNIVERSITY,13780
ALL,38,WORK,165574
ALL,39,ATWORK,3285
ALL,39,EATOUT,48152
ALL,39,ESCORT,35408
ALL,39,HOME,6481595
ALL,39,OTHDISCR,83395
ALL,39,OTHMAINT,47788
ALL,39,SCHOOL,16570
ALL,39,SHOPPING,49424
ALL,39,SOCIAL,65843
ALL,39,UNIVERSITY,10777
ALL,39,WORK,128947
ALL,40,ATWORK,2598
ALL,40,EATOUT,32064
ALL,40,ESCORT,27110
ALL,40,HOME,6603601
ALL,40,OTHDISCR,48992
ALL,40,OTHMAINT,36824
ALL,40,SCHOOL,13882
ALL,40,SHOPPING,33077
ALL,40,SOCIAL,45998
ALL,40,UNIVERSITY,7597
ALL,40,WORK,97106
ALL,41,ATWORK,1901
ALL,41,EATOUT,19487
ALL,41,ESCORT,21196
ALL,41,HOME,6689314
ALL,41,OTHDISCR,31767
ALL,41,OTHMAINT,27385
ALL,41,SCHOOL,11931
ALL,41,SHOPPING,22073
ALL,41,SOCIAL,34077
ALL,41,UNIVERSITY,5823
ALL,41,WORK,70083
ALL,42,ATWORK,1307
ALL,42,EATOUT,15126
ALL,42,ESCORT,17444
ALL,42,HOME,6748443
ALL,42,OTHDISCR,18719
ALL,42,OTHMAINT,22054
ALL,42,SCHOOL,10471
ALL,42,SHOPPING,15728
ALL,42,SOCIAL,23910
ALL,42,UNIVERSITY,3859
ALL,42,WORK,49196
ALL,43,ATWORK,859
ALL,43,EATOUT,10804
ALL,43,ESCORT,14538
ALL,43,HOME,6795324
ALL,43,OTHDISCR,10841
ALL,43,OTHMAINT,16947
ALL,43,SCHOOL,9380
ALL,43,SHOPPING,12331
ALL,43,SOCIAL,16553
ALL,43,UNIVERSITY,2024
ALL,43,WORK,30774
ALL,44,ATWORK,568
ALL,44,EATOUT,7584
ALL,44,ESCORT,13411
ALL,44,HOME,6822104
ALL,44,OTHDISCR,7401
ALL,44,OTHMAINT,12928
ALL,44,SCHOOL,8443
ALL,44,SHOPPING,10679
ALL,44,SOCIAL,11898
ALL,44,UNIVERSITY,1077
ALL,44,WORK,20889
ALL,45,ATWORK,399
ALL,45,EATOUT,4794
ALL,45,ESCORT,11968
ALL,45,HOME,6844453
ALL,45,OTHDISCR,4265
ALL,45,OTHMAINT,10285
ALL,45,SCHOOL,7273
ALL,45,SHOPPING,7899
ALL,45,SOCIAL,8549
ALL,45,UNIVERSITY,746
ALL,45,WORK,12919
ALL,46,ATWORK,278
ALL,46,EATOUT,3869
ALL,46,ESCORT,10362
ALL,46,HOME,6859626
ALL,46,OTHDISCR,2646
ALL,46,OTHMAINT,7955
ALL,46,SCHOOL,5877
ALL,46,SHOPPING,6015
ALL,46,SOCIAL,5067
ALL,46,UNIVERSITY,481
ALL,46,WORK,8902
ALL,47,ATWORK,117
ALL,47,EATOUT,2991
ALL,47,ESCORT,8247
ALL,47,HOME,6871906
ALL,47,OTHDISCR,1285
ALL,47,OTHMAINT,5543
ALL,47,SCHOOL,4203
ALL,47,SHOPPING,3767
ALL,47,SOCIAL,3470
ALL,47,UNIVERSITY,49
ALL,47,WORK,6790
ALL,48,ATWORK,128
ALL,48,EATOUT,1833
ALL,48,ESCORT,4523
ALL,48,HOME,6883935
ALL,48,OTHDISCR,856
ALL,48,OTHMAINT,3021
ALL,48,SCHOOL,2352
ALL,48,SHOPPING,1963
ALL,48,SOCIAL,2173
ALL,48,UNIVERSITY,28
ALL,48,WORK,3740
CHILD TOO YOUNG FOR SCHOOL,1,EATOUT,28
CHILD TOO YOUNG FOR SCHOOL,1,ESCORT,122
CHILD TOO YOUNG FOR SCHOOL,1,HOME,518818
CHILD TOO YOUNG FOR SCHOOL,1,OTHDISCR,159
CHILD TOO YOUNG FOR SCHOOL,1,OTHMAINT,300
CHILD TOO YOUNG FOR SCHOOL,1,SCHOOL,320
CHILD TOO YOUNG FOR SCHOOL,1,SHOPPING,118
CHILD TOO YOUNG FOR SCHOOL,1,SOCIAL,60
CHILD TOO YOUNG FOR SCHOOL,2,EATOUT,39
CHILD TOO YOUNG FOR SCHOOL,2,ESCORT,234
CHILD TOO YOUNG FOR SCHOOL,2,HOME,517864
CHILD TOO YOUNG FOR SCHOOL,2,OTHDISCR,285
CHILD TOO YOUNG FOR SCHOOL,2,OTHMAINT,587
CHILD TOO YOUNG FOR SCHOOL,2,SCHOOL,502
CHILD TOO YOUNG FOR SCHOOL,2,SHOPPING,252
CHILD TOO YOUNG FOR SCHOOL,2,SOCIAL,151
CHILD TOO YOUNG FOR SCHOOL,3,EATOUT,43
CHILD TOO YOUNG FOR SCHOOL,3,ESCORT,235
CHILD TOO YOUNG FOR SCHOOL,3,HOME,517177
CHILD TOO YOUNG FOR SCHOOL,3,OTHDISCR,456
CHILD TOO YOUNG FOR SCHOOL,3,OTHMAINT,821
CHILD TOO YOUNG FOR SCHOOL,3,SCHOOL,605
CHILD TOO YOUNG FOR SCHOOL,3,SHOPPING,320
CHILD TOO YOUNG FOR SCHOOL,3,SOCIAL,240
CHILD TOO YOUNG FOR SCHOOL,4,EATOUT,426
CHILD TOO YOUNG FOR SCHOOL,4,ESCORT,393
CHILD TOO YOUNG FOR SCHOOL,4,HOME,516831
CHILD TOO YOUNG FOR SCHOOL,4,OTHDISCR,787
CHILD TOO YOUNG FOR SCHOOL,4,OTHMAINT,1079
CHILD TOO YOUNG FOR SCHOOL,4,SCHOOL,685
CHILD TOO YOUNG FOR SCHOOL,4,SHOPPING,393
CHILD TOO YOUNG FOR SCHOOL,4,SOCIAL,334
CHILD TOO YOUNG FOR SCHOOL,5,EATOUT,729
CHILD TOO YOUNG FOR SCHOOL,5,ESCORT,639
CHILD TOO YOUNG FOR SCHOOL,5,HOME,516115
CHILD TOO YOUNG FOR SCHOOL,5,OTHDISCR,2083
CHILD TOO YOUNG FOR SCHOOL,5,OTHMAINT,1734
CHILD TOO YOUNG FOR SCHOOL,5,SCHOOL,726
CHILD TOO YOUNG FOR SCHOOL,5,SHOPPING,428
CHILD TOO YOUNG FOR SCHOOL,5,SOCIAL,503
CHILD TOO YOUNG FOR SCHOOL,6,EATOUT,911
CHILD TOO YOUNG FOR SCHOOL,6,ESCORT,1196
CHILD TOO YOUNG FOR SCHOOL,6,HOME,514499
CHILD TOO YOUNG FOR SCHOOL,6,OTHDISCR,3124
CHILD TOO YOUNG FOR SCHOOL,6,OTHMAINT,2534
CHILD TOO YOUNG FOR SCHOOL,6,SCHOOL,750
CHILD TOO YOUNG FOR SCHOOL,6,SHOPPING,531
CHILD TOO YOUNG FOR SCHOOL,6,SOCIAL,730
CHILD TOO YOUNG FOR SCHOOL,7,EATOUT,896
CHILD TOO YOUNG FOR SCHOOL,7,ESCORT,2619
CHILD TOO YOUNG FOR SCHOOL,7,HOME,513838
CHILD TOO YOUNG FOR SCHOOL,7,OTHDISCR,3884
CHILD TOO YOUNG FOR SCHOOL,7,OTHMAINT,3620
CHILD TOO YOUNG FOR SCHOOL,7,SCHOOL,6263
CHILD TOO YOUNG FOR SCHOOL,7,SHOPPING,919
CHILD TOO YOUNG FOR SCHOOL,7,SOCIAL,1056
CHILD TOO YOUNG FOR SCHOOL,8,EATOUT,868
CHILD TOO YOUNG FOR SCHOOL,8,ESCORT,6349
CHILD TOO YOUNG FOR SCHOOL,8,HOME,508264
CHILD TOO YOUNG FOR SCHOOL,8,OTHDISCR,4331
CHILD TOO YOUNG FOR SCHOOL,8,OTHMAINT,5170
CHILD TOO YOUNG FOR SCHOOL,8,SCHOOL,29953
CHILD TOO YOUNG FOR SCHOOL,8,SHOPPING,1781
CHILD TOO YOUNG FOR SCHOOL,8,SOCIAL,1708
CHILD TOO YOUNG FOR SCHOOL,9,EATOUT,1049
CHILD TOO YOUNG FOR SCHOOL,9,ESCORT,16815
CHILD TOO YOUNG FOR SCHOOL,9,HOME,484211
CHILD TOO YOUNG FOR SCHOOL,9,OTHDISCR,5049
CHILD TOO YOUNG FOR SCHOOL,9,OTHMAINT,7603
CHILD TOO YOUNG FOR SCHOOL,9,SCHOOL,91844
CHILD TOO YOUNG FOR SCHOOL,9,SHOPPING,3666
CHILD TOO YOUNG FOR SCHOOL,9,SOCIAL,3245
CHILD TOO YOUNG FOR SCHOOL,10,EATOUT,1258
CHILD TOO YOUNG FOR SCHOOL,10,ESCORT,28468
CHILD TOO YOUNG FOR SCHOOL,10,HOME,414402
CHILD TOO YOUNG FOR SCHOOL,10,OTHDISCR,5921
CHILD TOO YOUNG FOR SCHOOL,10,OTHMAINT,9272
CHILD TOO YOUNG FOR SCHOOL,10,SCHOOL,163536
CHILD TOO YOUNG FOR SCHOOL,10,SHOPPING,5478
CHILD TOO YOUNG FOR SCHOOL,10,SOCIAL,4675
CHILD TOO YOUNG FOR SCHOOL,11,EATOUT,1188
CHILD TOO YOUNG FOR SCHOOL,11,ESCORT,25018
CHILD TOO YOUNG FOR SCHOOL,11,HOME,332420
CHILD TOO YOUNG FOR SCHOOL,11,OTHDISCR,7331
CHILD TOO YOUNG FOR SCHOOL,11,OTHMAINT,9394
CHILD TOO YOUNG FOR SCHOOL,11,SCHOOL,198069
CHILD TOO YOUNG FOR SCHOOL,11,SHOPPING,5413
CHILD TOO YOUNG FOR SCHOOL,11,SOCIAL,5104
CHILD TOO YOUNG FOR SCHOOL,12,EATOUT,999
CHILD TOO YOUNG FOR SCHOOL,12,ESCORT,17166
CHILD TOO YOUNG FOR SCHOOL,12,HOME,295199
CHILD TOO YOUNG FOR SCHOOL,12,OTHDISCR,9017
CHILD TOO YOUNG FOR SCHOOL,12,OTHMAINT,8853
CHILD TOO YOUNG FOR SCHOOL,12,SCHOOL,207809
CHILD TOO YOUNG FOR SCHOOL,12,SHOPPING,4564
CHILD TOO YOUNG FOR SCHOOL,12,SOCIAL,4900
CHILD TOO YOUNG FOR SCHOOL,13,EATOUT,927
CHILD TOO YOUNG FOR SCHOOL,13,ESCORT,12348
CHILD TOO YOUNG FOR SCHOOL,13,HOME,282952
CHILD TOO YOUNG FOR SCHOOL,13,OTHDISCR,11287
CHILD TOO YOUNG FOR SCHOOL,13,OTHMAINT,9744
CHILD TOO YOUNG FOR SCHOOL,13,SCHOOL,212200
CHILD TOO YOUNG FOR SCHOOL,13,SHOPPING,4884
CHILD TOO YOUNG FOR SCHOOL,13,SOCIAL,5649
CHILD TOO YOUNG FOR SCHOOL,14,EATOUT,902
CHILD TOO YOUNG FOR SCHOOL,14,ESCORT,10545
CHILD TOO YOUNG FOR SCHOOL,14,HOME,274613
CHILD TOO YOUNG FOR SCHOOL,14,OTHDISCR,13126
CHILD TOO YOUNG FOR SCHOOL,14,OTHMAINT,10910
CHILD TOO YOUNG FOR SCHOOL,14,SCHOOL,214394
CHILD TOO YOUNG FOR SCHOOL,14,SHOPPING,5598
CHILD TOO YOUNG FOR SCHOOL,14,SOCIAL,6277
CHILD TOO YOUNG FOR SCHOOL,15,EATOUT,859
CHILD TOO YOUNG FOR SCHOOL,15,ESCORT,10089
CHILD TOO YOUNG FOR SCHOOL,15,HOME,269148
CHILD TOO YOUNG FOR SCHOOL,15,OTHDISCR,14298
CHILD TOO YOUNG FOR SCHOOL,15,OTHMAINT,12833
CHILD TOO YOUNG FOR SCHOOL,15,SCHOOL,215557
CHILD TOO YOUNG FOR SCHOOL,15,SHOPPING,7143
CHILD TOO YOUNG FOR SCHOOL,15,SOCIAL,6837
CHILD TOO YOUNG FOR SCHOOL,16,EATOUT,931
CHILD TOO YOUNG FOR SCHOOL,16,ESCORT,9682
CHILD TOO YOUNG FOR SCHOOL,16,HOME,263747
CHILD TOO YOUNG FOR SCHOOL,16,OTHDISCR,14612
CHILD TOO YOUNG FOR SCHOOL,16,OTHMAINT,13688
CHILD TOO YOUNG FOR SCHOOL,16,SCHOOL,216214
CHILD TOO YOUNG FOR SCHOOL,16,SHOPPING,8269
CHILD TOO YOUNG FOR SCHOOL,16,SOCIAL,7318
CHILD TOO YOUNG FOR SCHOOL,17,EATOUT,1430
CHILD TOO YOUNG FOR SCHOOL,17,ESCORT,9787
CHILD TOO YOUNG FOR SCHOOL,17,HOME,261624
CHILD TOO YOUNG FOR SCHOOL,17,OTHDISCR,14391
CHILD TOO YOUNG FOR SCHOOL,17,OTHMAINT,14214
CHILD TOO YOUNG FOR SCHOOL,17,SCHOOL,216454
CHILD TOO YOUNG FOR SCHOOL,17,SHOPPING,8795
CHILD TOO YOUNG FOR SCHOOL,17,SOCIAL,7725
CHILD TOO YOUNG FOR SCHOOL,18,EATOUT,2147
CHILD TOO YOUNG FOR SCHOOL,18,ESCORT,10054
CHILD TOO YOUNG FOR SCHOOL,18,HOME,260450
CHILD TOO YOUNG FOR SCHOOL,18,OTHDISCR,14080
CHILD TOO YOUNG FOR SCHOOL,18,OTHMAINT,14203
CHILD TOO YOUNG FOR SCHOOL,18,SCHOOL,216312
CHILD TOO YOUNG FOR SCHOOL,18,SHOPPING,9022
CHILD TOO YOUNG FOR SCHOOL,18,SOCIAL,8145
CHILD TOO YOUNG FOR SCHOOL,19,EATOUT,2724
CHILD TOO YOUNG FOR SCHOOL,19,ESCORT,10096
CHILD TOO YOUNG FOR SCHOOL,19,HOME,260516
CHILD TOO YOUNG FOR SCHOOL,19,OTHDISCR,13533
CHILD TOO YOUNG FOR SCHOOL,19,OTHMAINT,13714
CHILD TOO YOUNG FOR SCHOOL,19,SCHOOL,215886
CHILD TOO YOUNG FOR SCHOOL,19,SHOPPING,9017
CHILD TOO YOUNG FOR SCHOOL,19,SOCIAL,8489
CHILD TOO YOUNG FOR SCHOOL,20,EATOUT,3276
CHILD TOO YOUNG FOR SCHOOL,20,ESCORT,10411
CHILD TOO YOUNG FOR SCHOOL,20,HOME,261137
CHILD TOO YOUNG FOR SCHOOL,20,OTHDISCR,12945
CHILD TOO YOUNG FOR SCHOOL,20,OTHMAINT,13111
CHILD TOO YOUNG FOR SCHOOL,20,SCHOOL,215232
CHILD TOO YOUNG FOR SCHOOL,20,SHOPPING,8921
CHILD TOO YOUNG FOR SCHOOL,20,SOCIAL,8809
CHILD TOO YOUNG FOR SCHOOL,21,EATOUT,3262
CHILD TOO YOUNG FOR SCHOOL,21,ESCORT,11017
CHILD TOO YOUNG FOR SCHOOL,21,HOME,262839
CHILD TOO YOUNG FOR SCHOOL,21,OTHDISCR,12509
CHILD TOO YOUNG FOR SCHOOL,21,OTHMAINT,13180
CHILD TOO YOUNG FOR SCHOOL,21,SCHOOL,214224
CHILD TOO YOUNG FOR SCHOOL,21,SHOPPING,8634
CHILD TOO YOUNG FOR SCHOOL,21,SOCIAL,8968
CHILD TOO YOUNG FOR SCHOOL,22,EATOUT,2877
