PERSON_TYPE,PER,ORIG_PURPOSE,QUANTITY
ALL,38,OTHER DISCRETIONARY,96394
ALL,38,OTHER MAINTENANCE,48264
ALL,38,SCHOOL,17151
ALL,38,SHOPPING,48127
ALL,38,SOCIAL,66708
ALL,38,UNIVERSITY,14081
ALL,38,WORK,110758
ALL,39,WORK SUB-TOUR,2251
ALL,39,EATOUT,34953
ALL,39,ESCORT,26977
ALL,39,HOME,4816982
ALL,39,OTHER DISCRETIONARY,64060
ALL,39,OTHER MAINTENANCE,35252
ALL,39,SCHOOL,13645
ALL,39,SHOPPING,35684
ALL,39,SOCIAL,51673
ALL,39,UNIVERSITY,10972
ALL,39,WORK,86261
ALL,40,WORK SUB-TOUR,1735
ALL,40,EATOUT,23014
ALL,40,ESCORT,20676
ALL,40,HOME,4907941
ALL,40,OTHER DISCRETIONARY,37459
ALL,40,OTHER MAINTENANCE,27089
ALL,40,SCHOOL,11393
ALL,40,SHOPPING,23790
ALL,40,SOCIAL,36113
ALL,40,UNIVERSITY,7758
ALL,40,WORK,64989
ALL,41,WORK SUB-TOUR,1236
ALL,41,EATOUT,13950
ALL,41,ESCORT,16122
ALL,41,HOME,4970858
ALL,41,OTHER DISCRETIONARY,24130
ALL,41,OTHER MAINTENANCE,20416
ALL,41,SCHOOL,9788
ALL,41,SHOPPING,16049
ALL,41,SOCIAL,26600
ALL,41,UNIVERSITY,6013
ALL,41,WORK,46957
ALL,42,WORK SUB-TOUR,874
ALL,42,EATOUT,10785
ALL,42,ESCORT,13079
ALL,42,HOME,5014427
ALL,42,OTHER DISCRETIONARY,14407
ALL,42,OTHER MAINTENANCE,16355
ALL,42,SCHOOL,8559
ALL,42,SHOPPING,11697
ALL,42,SOCIAL,18545
ALL,42,UNIVERSITY,3930
ALL,42,WORK,32613
ALL,43,WORK SUB-TOUR,622
ALL,43,EATOUT,7627
ALL,43,ESCORT,11075
ALL,43,HOME,5048510
ALL,43,OTHER DISCRETIONARY,8471
ALL,43,OTHER MAINTENANCE,12615
ALL,43,SCHOOL,7665
ALL,43,SHOPPING,9365
ALL,43,SOCIAL,12991
ALL,43,UNIVERSITY,1995
ALL,43,WORK,20412
ALL,44,WORK SUB-TOUR,419
ALL,44,EATOUT,5407
ALL,44,ESCORT,9986
ALL,44,HOME,5068475
ALL,44,OTHER DISCRETIONARY,5670
ALL,44,OTHER MAINTENANCE,9462
ALL,44,SCHOOL,6902
ALL,44,SHOPPING,7855
ALL,44,SOCIAL,9293
ALL,44,UNIVERSITY,1028
ALL,44,WORK,13769
ALL,45,WORK SUB-TOUR,245
ALL,45,EATOUT,3375
ALL,45,ESCORT,9120
ALL,45,HOME,5085111
ALL,45,OTHER DISCRETIONARY,3191
ALL,45,OTHER MAINTENANCE,7659
ALL,45,SCHOOL,5952
ALL,45,SHOPPING,5819
ALL,45,SOCIAL,6669
ALL,45,UNIVERSITY,735
ALL,45,WORK,8554
ALL,46,WORK SUB-TOUR,147
ALL,46,EATOUT,2844
ALL,46,ESCORT,7889
ALL,46,HOME,5096261
ALL,46,OTHER DISCRETIONARY,1939
ALL,46,OTHER MAINTENANCE,5962
ALL,46,SCHOOL,4795
ALL,46,SHOPPING,4636
ALL,46,SOCIAL,3849
ALL,46,UNIVERSITY,449
ALL,46,WORK,5771
ALL,47,WORK SUB-TOUR,53
ALL,47,EATOUT,2190
ALL,47,ESCORT,6293
ALL,47,HOME,5105513
ALL,47,OTHER DISCRETIONARY,978
ALL,47,OTHER MAINTENANCE,4017
ALL,47,SCHOOL,3419
ALL,47,SHOPPING,2980
ALL,47,SOCIAL,2737
ALL,47,UNIVERSITY,43
ALL,47,WORK,4321
ALL,48,WORK SUB-TOUR,69
ALL,48,EATOUT,1363
ALL,48,ESCORT,3427
ALL,48,HOME,5114467
ALL,48,OTHER DISCRETIONARY,628
ALL,48,OTHER MAINTENANCE,2102
ALL,48,SCHOOL,1843
ALL,48,SHOPPING,1594
ALL,48,SOCIAL,1676
ALL,48,UNIVERSITY,31
ALL,48,WORK,2340
CHILD TOO YOUNG FOR SCHOOL,1,EATOUT,4
CHILD TOO YOUNG FOR SCHOOL,1,ESCORT,109
CHILD TOO YOUNG FOR SCHOOL,1,HOME,444142
CHILD TOO YOUNG FOR SCHOOL,1,OTHER DISCRETIONARY,98
CHILD TOO YOUNG FOR SCHOOL,1,OTHER MAINTENANCE,267
CHILD TOO YOUNG FOR SCHOOL,1,SCHOOL,223
CHILD TOO YOUNG FOR SCHOOL,1,SHOPPING,85
CHILD TOO YOUNG FOR SCHOOL,1,SOCIAL,40
CHILD TOO YOUNG FOR SCHOOL,2,EATOUT,23
CHILD TOO YOUNG FOR SCHOOL,2,ESCORT,196
CHILD TOO YOUNG FOR SCHOOL,2,HOME,443410
CHILD TOO YOUNG FOR SCHOOL,2,OTHER DISCRETIONARY,196
CHILD TOO YOUNG FOR SCHOOL,2,OTHER MAINTENANCE,512
CHILD TOO YOUNG FOR SCHOOL,2,SCHOOL,378
CHILD TOO YOUNG FOR SCHOOL,2,SHOPPING,171
CHILD TOO YOUNG FOR SCHOOL,2,SOCIAL,100
CHILD TOO YOUNG FOR SCHOOL,3,EATOUT,43
CHILD TOO YOUNG FOR SCHOOL,3,ESCORT,193
CHILD TOO YOUNG FOR SCHOOL,3,HOME,442904
CHILD TOO YOUNG FOR SCHOOL,3,OTHER DISCRETIONARY,374
CHILD TOO YOUNG FOR SCHOOL,3,OTHER MAINTENANCE,679
CHILD TOO YOUNG FOR SCHOOL,3,SCHOOL,468
CHILD TOO YOUNG FOR SCHOOL,3,SHOPPING,256
CHILD TOO YOUNG FOR SCHOOL,3,SOCIAL,183
CHILD TOO YOUNG FOR SCHOOL,4,EATOUT,283
CHILD TOO YOUNG FOR SCHOOL,4,ESCORT,305
CHILD TOO YOUNG FOR SCHOOL,4,HOME,442498
CHILD TOO YOUNG FOR SCHOOL,4,OTHER DISCRETIONARY,648
CHILD TOO YOUNG FOR SCHOOL,4,OTHER MAINTENANCE,942
CHILD TOO YOUNG FOR SCHOOL,4,SCHOOL,516
CHILD TOO YOUNG FOR SCHOOL,4,SHOPPING,329
CHILD TOO YOUNG FOR SCHOOL,4,SOCIAL,302
CHILD TOO YOUNG FOR SCHOOL,5,EATOUT,507
CHILD TOO YOUNG FOR SCHOOL,5,ESCORT,540
CHILD TOO YOUNG FOR SCHOOL,5,HOME,441891
CHILD TOO YOUNG FOR SCHOOL,5,OTHER DISCRETIONARY,1667
CHILD TOO YOUNG FOR SCHOOL,5,OTHER MAINTENANCE,1447
CHILD TOO YOUNG FOR SCHOOL,5,SCHOOL,564
CHILD TOO YOUNG FOR SCHOOL,5,SHOPPING,334
CHILD TOO YOUNG FOR SCHOOL,5,SOCIAL,441
CHILD TOO YOUNG FOR SCHOOL,6,EATOUT,630
CHILD TOO YOUNG FOR SCHOOL,6,ESCORT,1005
CHILD TOO YOUNG FOR SCHOOL,6,HOME,440594
CHILD TOO YOUNG FOR SCHOOL,6,OTHER DISCRETIONARY,2538
CHILD TOO YOUNG FOR SCHOOL,6,OTHER MAINTENANCE,2142
CHILD TOO YOUNG FOR SCHOOL,6,SCHOOL,591
CHILD TOO YOUNG FOR SCHOOL,6,SHOPPING,427
CHILD TOO YOUNG FOR SCHOOL,6,SOCIAL,605
CHILD TOO YOUNG FOR SCHOOL,7,EATOUT,695
CHILD TOO YOUNG FOR SCHOOL,7,ESCORT,2163
CHILD TOO YOUNG FOR SCHOOL,7,HOME,440014
CHILD TOO YOUNG FOR SCHOOL,7,OTHER DISCRETIONARY,3166
CHILD TOO YOUNG FOR SCHOOL,7,OTHER MAINTENANCE,3167
CHILD TOO YOUNG FOR SCHOOL,7,SCHOOL,4945
CHILD TOO YOUNG FOR SCHOOL,7,SHOPPING,726
CHILD TOO YOUNG FOR SCHOOL,7,SOCIAL,874
CHILD TOO YOUNG FOR SCHOOL,8,EATOUT,687
CHILD TOO YOUNG FOR SCHOOL,8,ESCORT,5773
CHILD TOO YOUNG FOR SCHOOL,8,HOME,435752
CHILD TOO YOUNG FOR SCHOOL,8,OTHER DISCRETIONARY,3518
CHILD TOO YOUNG FOR SCHOOL,8,OTHER MAINTENANCE,4582
CHILD TOO YOUNG FOR SCHOOL,8,SCHOOL,23925
CHILD TOO YOUNG FOR SCHOOL,8,SHOPPING,1466
CHILD TOO YOUNG FOR SCHOOL,8,SOCIAL,1422
CHILD TOO YOUNG FOR SCHOOL,9,EATOUT,838
CHILD TOO YOUNG FOR SCHOOL,9,ESCORT,15968
CHILD TOO YOUNG FOR SCHOOL,9,HOME,416688
CHILD TOO YOUNG FOR SCHOOL,9,OTHER DISCRETIONARY,4141
CHILD TOO YOUNG FOR SCHOOL,9,OTHER MAINTENANCE,6776
CHILD TOO YOUNG FOR SCHOOL,9,SCHOOL,73114
CHILD TOO YOUNG FOR SCHOOL,9,SHOPPING,3276
CHILD TOO YOUNG FOR SCHOOL,9,SOCIAL,2709
CHILD TOO YOUNG FOR SCHOOL,10,EATOUT,1059
CHILD TOO YOUNG FOR SCHOOL,10,ESCORT,27096
CHILD TOO YOUNG FOR SCHOOL,10,HOME,360373
CHILD TOO YOUNG FOR SCHOOL,10,OTHER DISCRETIONARY,4999
CHILD TOO YOUNG FOR SCHOOL,10,OTHER MAINTENANCE,8245
CHILD TOO YOUNG FOR SCHOOL,10,SCHOOL,130678
CHILD TOO YOUNG FOR SCHOOL,10,SHOPPING,4880
CHILD TOO YOUNG FOR SCHOOL,10,SOCIAL,3961
CHILD TOO YOUNG FOR SCHOOL,11,EATOUT,1038
CHILD TOO YOUNG FOR SCHOOL,11,ESCORT,23786
CHILD TOO YOUNG FOR SCHOOL,11,HOME,293493
CHILD TOO YOUNG FOR SCHOOL,11,OTHER DISCRETIONARY,6420
CHILD TOO YOUNG FOR SCHOOL,11,OTHER MAINTENANCE,8203
CHILD TOO YOUNG FOR SCHOOL,11,SCHOOL,158838
CHILD TOO YOUNG FOR SCHOOL,11,SHOPPING,4829
CHILD TOO YOUNG FOR SCHOOL,11,SOCIAL,4456
CHILD TOO YOUNG FOR SCHOOL,12,EATOUT,906
CHILD TOO YOUNG FOR SCHOOL,12,ESCORT,16286
CHILD TOO YOUNG FOR SCHOOL,12,HOME,262880
CHILD TOO YOUNG FOR SCHOOL,12,OTHER DISCRETIONARY,7913
CHILD TOO YOUNG FOR SCHOOL,12,OTHER MAINTENANCE,7679
CHILD TOO YOUNG FOR SCHOOL,12,SCHOOL,166898
CHILD TOO YOUNG FOR SCHOOL,12,SHOPPING,4175
CHILD TOO YOUNG FOR SCHOOL,12,SOCIAL,4259
CHILD TOO YOUNG FOR SCHOOL,13,EATOUT,826
CHILD TOO YOUNG FOR SCHOOL,13,ESCORT,11534
CHILD TOO YOUNG FOR SCHOOL,13,HOME,252599
CHILD TOO YOUNG FOR SCHOOL,13,OTHER DISCRETIONARY,9955
CHILD TOO YOUNG FOR SCHOOL,13,OTHER MAINTENANCE,8396
CHILD TOO YOUNG FOR SCHOOL,13,SCHOOL,170524
CHILD TOO YOUNG FOR SCHOOL,13,SHOPPING,4348
CHILD TOO YOUNG FOR SCHOOL,13,SOCIAL,4849
CHILD TOO YOUNG FOR SCHOOL,14,EATOUT,767
CHILD TOO YOUNG FOR SCHOOL,14,ESCORT,9769
CHILD TOO YOUNG FOR SCHOOL,14,HOME,245550
CHILD TOO YOUNG FOR SCHOOL,14,OTHER DISCRETIONARY,11572
CHILD TOO YOUNG FOR SCHOOL,14,OTHER MAINTENANCE,9402
CHILD TOO YOUNG FOR SCHOOL,14,SCHOOL,172437
CHILD TOO YOUNG FOR SCHOOL,14,SHOPPING,4840
CHILD TOO YOUNG FOR SCHOOL,14,SOCIAL,5284
CHILD TOO YOUNG FOR SCHOOL,15,EATOUT,753
CHILD TOO YOUNG FOR SCHOOL,15,ESCORT,9208
CHILD TOO YOUNG FOR SCHOOL,15,HOME,240992
CHILD TOO YOUNG FOR SCHOOL,15,OTHER DISCRETIONARY,12585
CHILD TOO YOUNG FOR SCHOOL,15,OTHER MAINTENANCE,11028
CHILD TOO YOUNG FOR SCHOOL,15,SCHOOL,173463
CHILD TOO YOUNG FOR SCHOOL,15,SHOPPING,6109
CHILD TOO YOUNG FOR SCHOOL,15,SOCIAL,5721
CHILD TOO YOUNG FOR SCHOOL,16,EATOUT,835
CHILD TOO YOUNG FOR SCHOOL,16,ESCORT,8956
CHILD TOO YOUNG FOR SCHOOL,16,HOME,236552
CHILD TOO YOUNG FOR SCHOOL,16,OTHER DISCRETIONARY,12827
CHILD TOO YOUNG FOR SCHOOL,16,OTHER MAINTENANCE,11783
CHILD TOO YOUNG FOR SCHOOL,16,SCHOOL,173977
CHILD TOO YOUNG FOR SCHOOL,16,SHOPPING,7130
CHILD TOO YOUNG FOR SCHOOL,16,SOCIAL,6050
CHILD TOO YOUNG FOR SCHOOL,17,EATOUT,1177
CHILD TOO YOUNG FOR SCHOOL,17,ESCORT,8983
CHILD TOO YOUNG FOR SCHOOL,17,HOME,234767
CHILD TOO YOUNG FOR SCHOOL,17,OTHER DISCRETIONARY,12670
CHILD TOO YOUNG FOR SCHOOL,17,OTHER MAINTENANCE,12198
CHILD TOO YOUNG FOR SCHOOL,17,SCHOOL,174058
CHILD TOO YOUNG FOR SCHOOL,17,SHOPPING,7797
CHILD TOO YOUNG FOR SCHOOL,17,SOCIAL,6427
CHILD TOO YOUNG FOR SCHOOL,18,EATOUT,1822
CHILD TOO YOUNG FOR SCHOOL,18,ESCORT,9205
CHILD TOO YOUNG FOR SCHOOL,18,HOME,233844
CHILD TOO YOUNG FOR SCHOOL,18,OTHER DISCRETIONARY,12266
